Site,Stem_id,Plot,Date,Species,DBH,Distance,Azimuth,Genus,Specific epithet,Scientific name,Common name,functional_group
Tuskegee,43,2.2,6/6/2022,LIST,14.2,5.9,24,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,42,2.2,6/6/2022,LIST,13.4,5.1,23,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,45,2.2,6/6/2022,LIST,17.2,3.1,136,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,36,2,6/6/2022,LIST,10.8,8,344,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,35,2,6/6/2022,LIST,10.2,7.4,140,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,37,2,6/6/2022,LIST,15.9,3.8,292,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,15,1,6/6/2022,LIST,10.1,7.4,337,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,20,1,6/6/2022,LIST,12.9,7.2,208,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,22,1,6/6/2022,LIST,21.7,5.6,332,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,23,1,6/10/2022,LIST,26.8,5.3,128,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,18,1,6/6/2022,LIST,11.2,5,94,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,19,1,6/10/2022,LIST,12.8,4.2,63,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,16,1,6/6/2022,LIST,10.6,3.7,170,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,21,1,6/6/2022,LIST,18.3,3.3,141,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,17,1,6/6/2022,LIST,10.6,2.8,178,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,736,58,5/19/2022,JUVI,27.5,5.9,39,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,mesophyte
MOT,735,58,5/19/2022,JUVI,18.1,4,33,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,mesophyte
MOT,676,54,5/18/2022,JUVI,13.6,4.4,45,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,mesophyte
Tuskegee,615,50,6/2/2022,JUVI,13.2,5.6,229,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,mesophyte
Tuskegee,586,48,6/2/2022,JUVI,24.7,7.5,193,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,mesophyte
MOT,387,32,2/24/2022,JUVI,8.7,4,86,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,mesophyte
MOT,388,32,2/24/2022,JUVI,15.2,3.9,194,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,mesophyte
MOT,386,32,2/24/2022,JUVI,5,0.65,90,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,mesophyte
Kreher,206,21,5/19/2022,JUVI,11,7.2,19,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,mesophyte
Kreher,207,21,5/19/2022,JUVI,14.9,4.9,39,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,mesophyte
Kreher,205,21,5/19/2022,JUVI,10.9,2.6,350,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,mesophyte
Tuskegee,129,9,6/6/2022,JUVI,41.2,7.8,,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,mesophyte
Talladega,870,66,7/5/2022,FAGR,12.3,3.2,177,Fagus ,grandifolia,Fagus grandifolia,American beech,mesophyte
Talladega,872,66,7/5/2022,FAGR,16.2,3.1,88,Fagus ,grandifolia,Fagus grandifolia,American beech,mesophyte
Talladega,871,66,7/5/2022,FAGR,13.8,2.1,257,Fagus ,grandifolia,Fagus grandifolia,American beech,mesophyte
MOT,737,58,5/19/2022,FAGR,24.9,5.1,132,Fagus ,grandifolia,Fagus grandifolia,American beech,mesophyte
MOT,652,53,5/18/2022,FAGR,15.8,7.9,270,Fagus ,grandifolia,Fagus grandifolia,American beech,mesophyte
MOT,653,53,5/18/2022,FAGR,26.7,5.6,302,Fagus ,grandifolia,Fagus grandifolia,American beech,mesophyte
MOT,389,32,2/24/2022,FAGR,8,7.45,62,Fagus ,grandifolia,Fagus grandifolia,American beech,mesophyte
Tuskegee,578,47,6/2/2022,DIVI,10.5,1.5,221,Diospyros ,virginiana,Diospyros virginiana,persimmon,mesophyte
CR,1204,104,6/1/2022,COFL,13.4,5.2,301,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
CR,1205,104,6/1/2022,COFL,13.6,5.2,301,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
Talladega,1174,101,7/6/2022,COFL,13.2,3.5,220,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
Talladega,1175,101,7/6/2022,COFL,35.2,1.4,32,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
Talladega,1115,94,7/8/2022,COFL,21,7.3,222,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
Talladega,1114,94,7/8/2022,COFL,11.5,6,215,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
Talladega,1010,81,7/6/2022,COFL,16.7,6.5,148,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
Tuskegee,539,43,6/2/2022,COFL,19.1,7.8,12,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
Tuskegee,538,43,6/2/2022,COFL,15.4,7.4,29,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
Tuskegee,497,39,6/7/2022,COFL,11.3,1,219,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
Tuskegee,472,37,6/7/2022,COFL,11.2,4.8,32,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
Tuskegee,461,36,6/7/2022,COFL,12,5,45,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
Tuskegee,460,36,6/7/2022,COFL,11.5,1.4,135,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
Tuskegee,447,35,6/7/2022,COFL,15.4,5.1,312,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
Tuskegee,440,34,6/7/2022,COFL,17.7,6.2,46,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
Tuskegee,439,34,6/7/2022,COFL,11,4.1,168,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
MOT,390,32,2/24/2022,COFL,19.4,5.91,228,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
Tuskegee,130,9,6/6/2022,COFL,22.4,7.9,,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte
Talladega,1159,99,7/8/2022,CECA,25.5,2,290,Cercis ,canadensis,Cercis canadensis,eastern redbud,mesophyte
Talladega,1119,95,7/8/2022,CECA,11.4,7.6,227,Cercis ,canadensis,Cercis canadensis,eastern redbud,mesophyte
Talladega,1120,95,7/8/2022,CECA,11.7,3.5,191,Cercis ,canadensis,Cercis canadensis,eastern redbud,mesophyte
CR,1248,107,6/1/2022,CARYA,7.2,6.2,51,Carya ,sp.,Carya sp.,hickory,mesophyte
CR,1219,105,6/1/2022,CARYA,12.6,7.8,26,Carya ,sp.,Carya sp.,hickory,mesophyte
CR,1221,105,6/1/2022,CARYA,22.4,5.3,152,Carya ,sp.,Carya sp.,hickory,mesophyte
CR,1220,105,6/1/2022,CARYA,21.3,4,138,Carya ,sp.,Carya sp.,hickory,mesophyte
CR,1218,105,6/1/2022,CARYA,12.4,1.5,12,Carya ,sp.,Carya sp.,hickory,mesophyte
CR,1208,104,6/1/2022,CARYA,15.1,6.7,51,Carya ,sp.,Carya sp.,hickory,mesophyte
CR,1207,104,6/1/2022,CARYA,14.7,5.8,138,Carya ,sp.,Carya sp.,hickory,mesophyte
CR,1206,104,6/1/2022,CARYA,11.2,4.5,342,Carya ,sp.,Carya sp.,hickory,mesophyte
CR,1209,104,6/1/2022,CARYA,17.5,1.7,79,Carya ,sp.,Carya sp.,hickory,mesophyte
CR,1193,103,6/1/2022,CARYA,18.1,3.1,181,Carya ,sp.,Carya sp.,hickory,mesophyte
Talladega,1052,86,7/6/2022,CARYA,22.3,6,151,Carya ,sp.,Carya sp.,hickory,mesophyte
Talladega,1034,84,7/6/2022,CARYA,45.3,4.3,241,Carya ,sp.,Carya sp.,hickory,mesophyte
Talladega,1033,84,7/6/2022,CARYA,22.9,3.5,0,Carya ,sp.,Carya sp.,hickory,mesophyte
Talladega,1032,84,7/6/2022,CARYA,22,3.3,99,Carya ,sp.,Carya sp.,hickory,mesophyte
Talladega,1018,82,7/6/2022,CARYA,27.2,3.7,228,Carya ,sp.,Carya sp.,hickory,mesophyte
Talladega,974,77,7/6/2022,CARYA,29.2,5.2,174,Carya ,sp.,Carya sp.,hickory,mesophyte
Talladega,975,77,7/6/2022,CARYA,31,4.6,205,Carya ,sp.,Carya sp.,hickory,mesophyte
Talladega,973,77,7/6/2022,CARYA,16.5,2.7,251,Carya ,sp.,Carya sp.,hickory,mesophyte
Talladega,964,76,7/5/2022,CARYA,11.8,,,Carya ,sp.,Carya sp.,hickory,mesophyte
Talladega,965,76,7/5/2022,CARYA,14.5,,,Carya ,sp.,Carya sp.,hickory,mesophyte
Talladega,955,75,7/5/2022,CARYA,10.8,4,321,Carya ,sp.,Carya sp.,hickory,mesophyte
Talladega,957,75,7/5/2022,CARYA,15.2,3.5,190,Carya ,sp.,Carya sp.,hickory,mesophyte
Talladega,956,75,7/5/2022,CARYA,14.8,2.1,38,Carya ,sp.,Carya sp.,hickory,mesophyte
Talladega,905,70,7/5/2022,CARYA,10,,,Carya ,sp.,Carya sp.,hickory,mesophyte
Talladega,899,69,7/5/2022,CARYA,12.1,5.2,96,Carya ,sp.,Carya sp.,hickory,mesophyte
Talladega,873,66,7/5/2022,CARYA,17.5,3.8,240,Carya ,sp.,Carya sp.,hickory,mesophyte
MOT,772,60,5/19/2022,CARYA,13.6,7.8,188,Carya ,sp.,Carya sp.,hickory,mesophyte
MOT,739,58,5/19/2022,CARYA,45.8,7.8,115,Carya ,sp.,Carya sp.,hickory,mesophyte
MOT,738,58,5/19/2022,CARYA,17.9,4.2,230,Carya ,sp.,Carya sp.,hickory,mesophyte
MOT,729,57,5/19/2022,CARYA,33.5,6,182,Carya ,sp.,Carya sp.,hickory,mesophyte
Tuskegee,587,48,6/2/2022,CARYA,28.4,5.8,226,Carya ,sp.,Carya sp.,hickory,mesophyte
Tuskegee,498,39,6/7/2022,CARYA,14.1,7.1,20,Carya ,sp.,Carya sp.,hickory,mesophyte
Tuskegee,480,38,6/7/2022,CARYA,27.5,6.1,202,Carya ,sp.,Carya sp.,hickory,mesophyte
MOT,425,33,2/24/2022,CARYA,11,2.2,340,Carya ,sp.,Carya sp.,hickory,mesophyte
MOT,330,29,5/18/2022,CARYA,12.8,3.5,5,Carya ,sp.,Carya sp.,hickory,mesophyte
MOT,295,27,5/19/2022,CARYA,13,4.9,238,Carya ,sp.,Carya sp.,hickory,mesophyte
MOT,296,27,5/19/2022,CARYA,19,3,108,Carya ,sp.,Carya sp.,hickory,mesophyte
Kreher,238,23,5/19/2022,CARYA,30.6,5.7,225,Carya ,sp.,Carya sp.,hickory,mesophyte
Tuskegee,462,36,6/7/2022,ALJU,70.1,2.3,172,Albizia ,julibrissin,Albizia julibrissin,mimosa/silk tree,mesophyte
CR,1231,106,6/1/2022,ACRU,11.7,5.6,274,Acer ,rubrum,Acer rubrum,red maple,mesophyte
CR,1194,103,6/1/2022,ACRU,10.4,6.3,309,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,1176,101,7/6/2022,ACRU,32.5,3.6,263,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,1147,98,7/8/2022,ACRU,11.3,5.4,158,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,1149,98,7/8/2022,ACRU,20,5.2,205,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,1148,98,7/8/2022,ACRU,15.8,3.8,170,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,1142,97,7/8/2022,ACRU,11.9,7.3,358,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,1141,97,7/8/2022,ACRU,11.1,4.5,197,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,1132,96,7/8/2022,ACRU,17.1,3.3,278,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,1121,95,7/8/2022,ACRU,15.8,3.8,331,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,1122,95,7/8/2022,ACRU,19.4,1.9,33,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,1092,92,N/A,ACRU,15.3,4.2,32,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,1093,92,N/A,ACRU,15.8,4.1,31,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,1019,82,7/6/2022,ACRU,20.1,3.9,380,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,1020,82,7/6/2022,ACRU,28.6,3.9,350,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,991,79,7/6/2022,ACRU,35.7,6.8,,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,858,65,7/5/2022,ACRU,24.5,6.5,329,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,837,64,7/5/2022,ACRU,15.5,2.9,180,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,819,63,7/5/2022,ACSA,18.5,7.9,12,Acer ,saccharum,Acer saccharum,sugar maple,mesophyte
Talladega,817,63,7/5/2022,ACRU,11.3,6.6,241,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,818,63,7/5/2022,ACRU,13,6.5,127,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,822,63,7/5/2022,ACRU,24.3,2.8,211,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,821,63,7/5/2022,ACRU,22.5,2.5,38,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,820,63,7/5/2022,ACRU,19.8,2,5,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,807,62,7/5/2022,ACSA,12,4.5,172,Acer ,saccharum,Acer saccharum,sugar maple,mesophyte
Talladega,808,62,7/5/2022,ACRU,14.4,4.1,68,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,787,61,7/5/2022,ACSA,11.4,6.6,115,Acer ,saccharum,Acer saccharum,sugar maple,mesophyte
Talladega,788,61,7/5/2022,ACRU,13,3.7,223,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Talladega,789,61,7/5/2022,ACRU,15.7,2.3,203,Acer ,rubrum,Acer rubrum,red maple,mesophyte
MOT,711,56,5/18/2022,ACRU,6.8,5.2,11,Acer ,rubrum,Acer rubrum,red maple,mesophyte
MOT,712,56,5/18/2022,ACRU,9.7,5.2,11,Acer ,rubrum,Acer rubrum,red maple,mesophyte
MOT,699,55,5/18/2022,ACRU,18.9,5.7,8,Acer ,rubrum,Acer rubrum,red maple,mesophyte
MOT,428,33,2/24/2022,ACRU,10.7,8.36,29,Acer ,rubrum,Acer rubrum,red maple,mesophyte
MOT,426,33,2/24/2022,ACRU,2,7.76,314,Acer ,rubrum,Acer rubrum,red maple,mesophyte
MOT,427,33,2/24/2022,ACRU,5.4,5.69,193,Acer ,rubrum,Acer rubrum,red maple,mesophyte
MOT,393,32,2/24/2022,ACRU,4.5,7.83,118,Acer ,rubrum,Acer rubrum,red maple,mesophyte
MOT,396,32,2/24/2022,ACRU,18.3,6.48,143,Acer ,rubrum,Acer rubrum,red maple,mesophyte
MOT,394,32,2/24/2022,ACRU,6.7,6.39,180,Acer ,rubrum,Acer rubrum,red maple,mesophyte
MOT,391,32,2/24/2022,ACRU,4.2,6.12,214,Acer ,rubrum,Acer rubrum,red maple,mesophyte
MOT,395,32,2/24/2022,ACRU,6.9,2.02,106,Acer ,rubrum,Acer rubrum,red maple,mesophyte
MOT,392,32,2/24/2022,ACRU,4.4,1.58,84,Acer ,rubrum,Acer rubrum,red maple,mesophyte
MOT,297,27,5/19/2022,ACRU,19.9,6.9,329,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Kreher,208,21,5/19/2022,ACRU,10.1,5.4,135,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Tuskegee,131,9,6/6/2022,ACRU,16.7,7.1,,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Tuskegee,95,7,6/6/2022,ACRU,16.3,3.9,,Acer ,rubrum,Acer rubrum,red maple,mesophyte
Tuskegee,46,2.2,6/6/2022,ACRU,11.4,6.6,253,Acer ,rubrum,Acer rubrum,red maple,mesophyte
