Site,Plot,Date,Species,DBH,Distance,Azimuth,Genus,Specific epithet,Scientific name,Common name,Functional group,Notes
Talladega,68,7/5/2022,OXAR,20.3,5.3,202,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,68,7/5/2022,OXAR,24.6,5.1,200,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,69,7/5/2022,QUMO,60.7,4.3,182,Quercus ,montana,Quercus montana,chestnut oak,pyrophyte,
Talladega,69,7/5/2022,QUMO,78,5.3,294,Quercus ,montana,Quercus montana,chestnut oak,pyrophyte,
Talladega,69,7/5/2022,PITA,33.3,7.6,29,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,69,7/5/2022,pipa,48.2,2.9,167,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,69,7/5/2022,CARYA,12.1,5.2,96,Carya ,sp.,Carya sp.,hickory,intermediate,
Talladega,70,7/5/2022,qual,11.2,,,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,70,7/5/2022,piec,14.8,,,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,70,7/5/2022,piec,35.3,,,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,70,7/5/2022,pipa,52.8,,,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,70,7/5/2022,pipa,52.8,,,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,70,7/5/2022,CARYA,10,,,Carya ,sp.,Carya sp.,hickory,intermediate,
Talladega,71,7/5/2022,pipa,10.5,5.1,246,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,10.7,4.3,12,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,11,5.6,84,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,11.1,3.3,128,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,piec,13.7,7.2,278,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,13.8,4.4,227,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,14.8,2.6,104,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,15.2,6.3,355,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,16,5.5,211,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,16.9,6.5,52,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,17,7.8,118,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,18.1,1.3,1.3,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,18.3,4.6,140,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,18.5,7.9,136,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,21.5,3.4,47,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,22.2,6.4,5,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,22.8,4.2,294,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,25.8,7.2,218,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,26.7,4.2,122,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,35.5,1.3,219,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,71,7/5/2022,pipa,36.5,5.6,329,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,72,7/5/2022,QUMA,18,5.2,100,Quercus ,marilandica,Quercus marilandica,blackjack oak,pyrophyte,
Talladega,72,7/5/2022,piec,13,4.8,227,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,72,7/5/2022,piec,13.9,5.9,268,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,72,7/5/2022,piec,19,6.8,234,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,72,7/5/2022,piec,23.9,7,278,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,72,7/5/2022,piec,25,1.7,344,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,72,7/5/2022,piec,27.3,5.2,56,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,72,7/5/2022,pita,29.5,7.4,124,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,72,7/5/2022,pipa,46.8,3.8,135,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,72,7/5/2022,Nysy,11.3,4.8,42,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte,
Talladega,74,7/5/2022,QUAL,11.8,7.9,94,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,74,7/5/2022,qufa,27,3.1,317,Quercus ,falcata,Quercus falcata,southern red oak,pyrophyte,
Talladega,74,7/5/2022,QUMA,28.5,6.4,21,Quercus ,marilandica,Quercus marilandica,blackjack oak,pyrophyte,
Talladega,74,7/5/2022,piec,16.5,4.8,241,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,74,7/5/2022,piec,19,3.2,187,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,74,7/5/2022,piec,44.5,3.1,107,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,74,7/5/2022,Nysy,11.5,5.3,103,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte,
Talladega,74,7/5/2022,Nysy,13,3.8,76,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte,
Talladega,74,7/5/2022,Nysy,18.6,7.2,270,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte,
Talladega,74,7/5/2022,Nysy,24.3,1.2,205,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte,
Talladega,75,7/5/2022,QURU,40.6,45,34,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,75,7/5/2022,piec,31.5,2.3,324,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,75,7/5/2022,Nysy,14.2,4.1,291,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte,
Talladega,75,7/5/2022,Nysy,15.5,6.1,359,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte,
Talladega,75,7/5/2022,Nysy,15.6,5.7,232,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte,
Talladega,75,7/5/2022,Nysy,15.8,6.5,258,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte,
Talladega,75,7/5/2022,Nysy,17,3.5,331,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte,
Talladega,75,7/5/2022,Nysy,18,7.1,197,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte,
Talladega,75,7/5/2022,CARYA,10.8,4,321,Carya ,sp.,Carya sp.,hickory,intermediate,
Talladega,75,7/5/2022,CARYA,14.8,2.1,38,Carya ,sp.,Carya sp.,hickory,intermediate,
Talladega,75,7/5/2022,CARYA,15.2,3.5,190,Carya ,sp.,Carya sp.,hickory,intermediate,
Talladega,76,7/5/2022,qufa,13.5,,,Quercus ,falcata,Quercus falcata,southern red oak,pyrophyte,
Talladega,76,7/5/2022,qufa,45.8,,,Quercus ,falcata,Quercus falcata,southern red oak,pyrophyte,
Talladega,76,7/5/2022,piec,13.5,,,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,76,7/5/2022,piec,35,,,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,76,7/5/2022,piec,45.6,,,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,76,7/5/2022,OXAR,20.1,,,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,76,7/5/2022,CARYA,11.8,,,Carya ,sp.,Carya sp.,hickory,intermediate,
Talladega,76,7/5/2022,CARYA,14.5,,,Carya ,sp.,Carya sp.,hickory,intermediate,
Talladega,77,7/6/2022,QUVE,10.5,7.9,201,Quercus ,velutina,Quercus velutina,black oak,pyrophyte,
Talladega,77,7/6/2022,QUMO,23.5,7.7,259,Quercus ,montana,Quercus montana,chestnut oak,pyrophyte,
Talladega,77,7/6/2022,QUVE,26.4,3.5,20,Quercus ,velutina,Quercus velutina,black oak,pyrophyte,
Talladega,77,7/6/2022,piec,36,2.6,7,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,77,7/6/2022,piec,37.4,6,118,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,77,7/6/2022,pipa,40.7,1.4,342,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,77,7/6/2022,litu,42,1.6,133,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
Talladega,77,7/6/2022,CARYA,16.5,2.7,251,Carya ,sp.,Carya sp.,hickory,intermediate,
Talladega,77,7/6/2022,CARYA,29.2,5.2,174,Carya ,sp.,Carya sp.,hickory,intermediate,
Talladega,77,7/6/2022,CARYA,31,4.6,205,Carya ,sp.,Carya sp.,hickory,intermediate,
Talladega,78,7/6/2022,QURU,42,2.6,73,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,78,7/6/2022,QURU,68,3.8,348,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,78,7/6/2022,pita,49.2,5.3,262,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,78,7/6/2022,litu,41,5.2,109,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
Talladega,78,7/6/2022,litu,42.4,4.3,108,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
Talladega,79,7/6/2022,qufa,20.6,1.3,,Quercus ,falcata,Quercus falcata,southern red oak,pyrophyte,
Talladega,79,7/6/2022,piec,23.3,1.2,,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,79,7/6/2022,piec,25.8,1.7,,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,79,7/6/2022,piec,36.4,1.5,,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,79,7/6/2022,piec,42.7,,,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,79,7/6/2022,piec,46,3.6,,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,79,7/6/2022,OXAR,20.3,8.7,,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,79,7/6/2022,OXAR,26.8,3.7,,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,79,7/6/2022,OXAR,30.4,3.7,,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,79,7/6/2022,Nysy,13,6.5,,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte,
Talladega,79,7/6/2022,ACRU,35.7,6.8,,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Talladega,80,7/6/2022,QUAL,19.5,3.4,219,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,80,7/6/2022,QURU,29.8,3.5,274,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,80,7/6/2022,QURU,32.9,2.6,130,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,80,7/6/2022,QURU,43.5,5.9,87,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,80,7/6/2022,PRSE,21.1,2.6,351,Prunus,serotina,Prunusserotina,cherry,mesophyte,
Talladega,80,7/6/2022,PRSE,21.5,7.8,313,Prunus,serotina,Prunusserotina,cherry,mesophyte,
Talladega,80,7/6/2022,pipa,38.8,8,3.7,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,80,7/6/2022,pipa,41.3,4.6,66,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,80,7/6/2022,PITA,60.8,5.2,222,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,80,7/6/2022,OXAR,18.3,3.1,70,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,80,7/6/2022,Nysy,12.2,2.6,351,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte,
Talladega,81,7/6/2022,QURU,31.2,6.8,36,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,81,7/6/2022,QUVE,42.6,5.7,159,Quercus ,velutina,Quercus velutina,black oak,pyrophyte,
Talladega,81,7/6/2022,QURU,44.9,5.7,88,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,81,7/6/2022,piec,37.9,3.6,249,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,81,7/6/2022,pipa,54.8,5.1,22,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,81,7/6/2022,OXAR,10.5,5.6,288,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,81,7/6/2022,OXAR,22.3,2.4,343,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,81,7/6/2022,cofl,16.7,6.5,148,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte,
Talladega,82,7/6/2022,QUAL,28.5,6.9,47,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,82,7/6/2022,piec,28.5,6.5,32,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,82,7/6/2022,piec,30.4,7,120,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,82,7/6/2022,piec,33.1,2,285,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,82,7/6/2022,pipa,52.3,6.5,172,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,82,7/6/2022,OXAR,16.4,6.8,199,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,82,7/6/2022,OXAR,20.5,2.9,347,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,82,7/6/2022,CARYA,27.2,3.7,228,Carya ,sp.,Carya sp.,hickory,intermediate,
Talladega,82,7/6/2022,ACRU,20.1,3.9,380,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Talladega,82,7/6/2022,ACRU,28.6,3.9,350,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Talladega,83,7/6/2022,QUAL,19.7,7.4,61,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,83,7/6/2022,QUMA,23.9,2.7,305,Quercus ,marilandica,Quercus marilandica,blackjack oak,pyrophyte,
Talladega,83,7/6/2022,QUMO,42.3,2.5,238,Quercus ,montana,Quercus montana,chestnut oak,pyrophyte,
Talladega,83,7/6/2022,piec,17.1,2.6,102,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,83,7/6/2022,piec,17.1,5.3,120,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,83,7/6/2022,piec,20.2,7.1,131,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,83,7/6/2022,piec,26.7,3.2,181,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,83,7/6/2022,piec,33.5,4.2,98,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,84,7/6/2022,QUMO,40.4,7.9,76,Quercus ,montana,Quercus montana,chestnut oak,pyrophyte,
Talladega,84,7/6/2022,piec,38.7,1.7,41,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,84,7/6/2022,pipa,42.3,5.6,192,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,84,7/6/2022,CARYA,22,3.3,99,Carya ,sp.,Carya sp.,hickory,intermediate,
Talladega,84,7/6/2022,CARYA,22.9,3.5,0,Carya ,sp.,Carya sp.,hickory,intermediate,
Talladega,84,7/6/2022,CARYA,45.3,4.3,241,Carya ,sp.,Carya sp.,hickory,intermediate,
Talladega,85,7/6/2022,QUMO,47.4,5.6,288,Quercus ,montana,Quercus montana,chestnut oak,pyrophyte,
Talladega,85,7/6/2022,PIEC,18.8,2.9,96,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,85,7/6/2022,PIEC,29.8,4.8,183,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,85,7/6/2022,PIEC,30.3,1.8,121,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,85,7/6/2022,PIEC,31.1,7.9,53,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,85,7/6/2022,PIEC,34.7,5,75,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,85,7/6/2022,PIPA,38.5,3.8,138,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,86,7/6/2022,QUMO,16.2,7.2,91,Quercus ,montana,Quercus montana,chestnut oak,pyrophyte,
Talladega,86,7/6/2022,QUMO,35,5.6,350,Quercus ,montana,Quercus montana,chestnut oak,pyrophyte,
Talladega,86,7/6/2022,QUMO,48.7,6.2,311,Quercus ,montana,Quercus montana,chestnut oak,pyrophyte,
Talladega,86,7/6/2022,PIPA,14.5,5.2,46,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,86,7/6/2022,PIEC,14.5,5.4,48,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,86,7/6/2022,PIEC,20.3,2.2,351,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,86,7/6/2022,PIEC,24.8,1.7,191,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,86,7/6/2022,PIEC,25,2.5,15,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,86,7/6/2022,PIEC,30.3,5.1,357,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,86,7/6/2022,PIEC,33.3,7.1,3,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,86,7/6/2022,CARYA,22.3,6,151,Carya ,sp.,Carya sp.,hickory,intermediate,
Talladega,87,7/6/2022,QUMO,49.3,2.3,70,Quercus ,montana,Quercus montana,chestnut oak,pyrophyte,
Talladega,87,7/6/2022,PIEC,17.5,6.8,200,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,87,7/6/2022,PIEC,30.2,2.2,23,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,87,7/6/2022,PIEC,30.4,4,269,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,87,7/6/2022,PIPA,36.4,7.1,34,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,87,7/6/2022,PIEC,38.5,4.6,0,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,87,7/6/2022,PIPA,45.6,2.7,215,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,88,7/6/2022,QUMO,24.5,7.9,100,Quercus ,montana,Quercus montana,chestnut oak,pyrophyte,
Talladega,88,7/6/2022,QUMO,25.5,3.8,163,Quercus ,montana,Quercus montana,chestnut oak,pyrophyte,
Talladega,88,7/6/2022,QUFA,44.2,5,83,Quercus ,falcata,Quercus falcata,southern red oak,pyrophyte,
Talladega,88,7/6/2022,PIEC,38.9,7.3,201,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,88,7/6/2022,PIPA,63.2,4.1,325,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,89,7/6/2022,QUMO,33.4,3.5,268,Quercus ,montana,Quercus montana,chestnut oak,pyrophyte,
Talladega,89,7/6/2022,PIPA,47.1,6.9,193,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,89,7/6/2022,PIPA,49,3.8,337,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,89,7/6/2022,PIEC,52.6,3.3,112,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,91,7/8/2022,QUMO,23.7,7.6,57,Quercus ,montana,Quercus montana,chestnut oak,pyrophyte,
Talladega,91,7/8/2022,QUAL,24.1,6.8,17,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,91,7/8/2022,QUAL,35.5,2.1,69,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,91,7/8/2022,QUAL,40,5.2,135,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,91,7/8/2022,QUAL,52.5,4.9,86,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,91,7/8/2022,PIEC,30.1,7.9,45,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,91,7/8/2022,PIEC,36.8,2.7,310,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,91,7/8/2022,PIEC,41.1,4.9,344,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,91,7/8/2022,OXAR,10.9,3.3,193,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,91,7/8/2022,LITU,13.9,5.6,245,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
Talladega,92,N/A,QUAL,11.3,5.4,156,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,92,N/A,QUAL,15.4,4.6,225,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,92,N/A,QUAL,18.5,5,94,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,92,N/A,QUAL,19.9,4.8,322,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,92,N/A,QUAL,20.9,5,144,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,92,N/A,QURU,21.6,7.6,N/A,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,92,N/A,QUAL,28.4,5.2,82,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,92,N/A,QURU,45.6,6,248,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,92,N/A,QURU,51,6.9,18,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,92,N/A,PIEC,12.4,5,251,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,92,N/A,PIEC,29.6,7.3,186,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,92,N/A,PITA,42.6,1.5,312,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,92,N/A,PITA,58.7,7.8,217,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,92,N/A,ACRU,15.3,4.2,32,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Talladega,92,N/A,ACRU,15.8,4.1,31,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Talladega,93,7/8/2022,QURU,24.3,2.2,352,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,93,7/8/2022,QURU,26.4,1.7,148,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,93,7/8/2022,QURU,55,3.2,268,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,93,7/8/2022,PIEC,15.5,6.2,2.2,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,93,7/8/2022,PIEC,20.2,4.5,80,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,93,7/8/2022,PIEC,23.5,2.7,108,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,93,7/8/2022,PIEC,25.3,6,347,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,93,7/8/2022,PIEC,26.2,5.2,29,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,93,7/8/2022,PIEC,27.3,6.8,320,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,93,7/8/2022,PIEC,32.5,4.6,45,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,93,7/8/2022,PIEC,32.6,4.2,92,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,93,7/8/2022,PIEC,37,7.9,325,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,94,7/8/2022,QUFA,12,2.4,88,Quercus ,falcata,Quercus falcata,southern red oak,pyrophyte,
Talladega,94,7/8/2022,QUAL,25.7,5.2,125,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,94,7/8/2022,QUAL,28.5,2.1,22,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,94,7/8/2022,PITA,22.5,2.5,208,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,94,7/8/2022,PIEC,28.5,6.3,179,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,94,7/8/2022,PITA,32.6,2.6,46,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,94,7/8/2022,PIEC,32.8,6.3,218,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Talladega,94,7/8/2022,PITA,41.9,2.3,294,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,94,7/8/2022,COFL,11.5,6,215,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte,
Talladega,94,7/8/2022,COFL,21,7.3,222,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte,
Talladega,95,7/8/2022,PITA,49.4,3.5,16,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,95,7/8/2022,PITA,56.4,8,241,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,95,7/8/2022,LITU,24.5,4.6,52,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
Talladega,95,7/8/2022,CECA,11.4,7.6,227,Cercis ,canadensis,Cercis canadensis,eastern redbud,mesophyte,
Talladega,95,7/8/2022,CECA,11.7,3.5,191,Cercis ,canadensis,Cercis canadensis,eastern redbud,mesophyte,
Talladega,95,7/8/2022,ACRU,15.8,3.8,331,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Talladega,95,7/8/2022,ACRU,19.4,1.9,33,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Talladega,96,7/8/2022,QUAL,11.4,6.9,2,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,96,7/8/2022,QUAL,16,1.7,55,Quercus ,alba,Quercus alba,white oak,pyrophyte,
