Site,Plot,Date,Species,DBH,Distance,Azimuth,Genus,Specific epithet,Scientific name,Common name,Functional group,Notes
Kreher,22,5/19/2022,LIST,24.9,5.8,302,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Kreher,22,5/19/2022,LIST,29.6,6.1,41,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Kreher,22,5/19/2022,LIST,30.2,7.2,108,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Kreher,22,5/19/2022,LIST,30.9,4.8,3,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Kreher,22,5/19/2022,LIST,37.4,6.1,234,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Kreher,23,5/19/2022,ULAL,15.5,5.3,351,Ulmus ,alata,Ulmus alata,winged elm,mesophyte,
Kreher,23,5/19/2022,ULAL,23.8,3.3,17,Ulmus ,alata,Ulmus alata,winged elm,mesophyte,
Kreher,23,5/19/2022,ULAL,29.7,5.1,349,Ulmus ,alata,Ulmus alata,winged elm,mesophyte,
Kreher,23,5/19/2022,QUFA,22.4,6.2,271,Quercus ,falcata,Quercus falcata,southern red oak,pyrophyte,
Kreher,23,5/19/2022,QUFA,46.2,7.8,258,Quercus ,falcata,Quercus falcata,southern red oak,pyrophyte,
Kreher,23,5/19/2022,PIEC,47.7,6.7,217,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
Kreher,23,5/19/2022,PITA,61,6.3,41,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Kreher,23,5/19/2022,LIST,11.6,6.1,250,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Kreher,23,5/19/2022,LIST,12.3,7.1,323,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Kreher,23,5/19/2022,LIST,12.8,4.6,129,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Kreher,23,5/19/2022,LIST,12.8,7.2,220,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Kreher,23,5/19/2022,LIST,15.4,5.1,353,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Kreher,23,5/19/2022,LIST,19.2,1.8,5,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Kreher,23,5/19/2022,LIST,26.9,6.1,89,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Kreher,23,5/19/2022,CARYA,30.6,5.7,225,Carya ,sp.,Carya sp.,hickory,intermediate,"""Red"""
MOT,24,5/19/2022,QUNI,11.2,2.1,219,Quercus ,nigra,Quercus nigra,water oak,mesophyte,"""2"""
MOT,24,5/19/2022,QUNI,12.6,7.1,281,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,24,5/19/2022,QUNI,16,2.1,219,Quercus ,nigra,Quercus nigra,water oak,mesophyte,"""2"""
MOT,24,5/19/2022,PRSE,10,4.3,54,Prunus,serotina,Prunusserotina,cherry,mesophyte,
MOT,24,5/19/2022,PRSE,12.1,4.2,53,Prunus,serotina,Prunusserotina,cherry,mesophyte,
MOT,24,5/19/2022,PRSE,15,7.2,55,Prunus,serotina,Prunusserotina,cherry,mesophyte,
MOT,24,5/19/2022,PITA,37,7.9,197,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,24,5/19/2022,PITA,37.7,5,225,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,24,5/19/2022,PITA,38.1,8,237,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,24,5/19/2022,PITA,42.2,6.1,61,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,24,5/19/2022,PITA,42.2,6.3,122,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,24,5/19/2022,LITU,32,4.8,341,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,"""2"""
MOT,24,5/19/2022,LITU,43.3,4.8,341,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,"""2"""
MOT,24,5/19/2022,LIST,11.9,4.2,60,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,24,5/19/2022,LIST,18.4,4.6,140,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,25,5/19/2022,QUNI,13.4,5.3,5,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,25,5/19/2022,QUNI,21,7.6,357,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,25,5/19/2022,QUNI,23.3,7.2,31,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,25,5/19/2022,PRSE,20.1,6.1,39,Prunus,serotina,Prunusserotina,cherry,mesophyte,"""2"""
MOT,25,5/19/2022,PRSE,21.3,6.1,39,Prunus,serotina,Prunusserotina,cherry,mesophyte,"""2"""
MOT,25,5/19/2022,PITA,13,5.3,199,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,25,5/19/2022,PITA,35.8,6.8,143,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,25,5/19/2022,PITA,36.4,4.4,312,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,25,5/19/2022,PITA,40.2,3.7,135,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,25,5/19/2022,PITA,41.1,7.3,112,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,25,5/19/2022,PITA,49.6,4.5,232,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,25,5/19/2022,LITU,12.4,7.7,321,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
MOT,25,5/19/2022,LIST,14.8,2.1,106,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,26,5/19/2022,ULAL,14.4,5.9,201,Ulmus ,alata,Ulmus alata,winged elm,mesophyte,
MOT,26,5/19/2022,ULAL,17.6,7.6,352,Ulmus ,alata,Ulmus alata,winged elm,mesophyte,
MOT,26,5/19/2022,QUNI,11.3,4.3,251,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,26,5/19/2022,QUNI,13.6,7.9,161,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,26,5/19/2022,QUNI,17.4,6.1,348,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,26,5/19/2022,QUNI,24.3,3.4,341,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,26,5/19/2022,PRSE,14.2,4.3,123,Prunus,serotina,Prunusserotina,cherry,mesophyte,
MOT,26,5/19/2022,PRSE,17.7,5.1,121,Prunus,serotina,Prunusserotina,cherry,mesophyte,
MOT,26,5/19/2022,PITA,67.2,6.1,191,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,26,5/19/2022,LIST,10.5,5.4,240,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,26,5/19/2022,LIST,12,4.9,47,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,26,5/19/2022,LIST,12,6.4,136,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,26,5/19/2022,LIST,12.4,3.6,242,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,26,5/19/2022,LIST,12.6,3.9,271,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,26,5/19/2022,LIST,17.3,7,102,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,27,5/19/2022,ULAL,11,5.7,31,Ulmus ,alata,Ulmus alata,winged elm,mesophyte,
MOT,27,5/19/2022,QUNI,10.3,7.7,86,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,27,5/19/2022,QUNI,12.7,7.6,114,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,27,5/19/2022,QUFA,14.5,7.3,184,Quercus ,falcata,Quercus falcata,southern red oak,pyrophyte,
MOT,27,5/19/2022,QUNI,27.5,5.6,44,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,27,5/19/2022,QUNI,27.7,2.9,241,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,27,5/19/2022,QUNI,29.7,5.7,249,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,27,5/19/2022,PITA,50.3,5.8,141,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,27,5/19/2022,LIST,12.5,7.5,349,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,27,5/19/2022,LIST,13.4,3.2,52,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,27,5/19/2022,LIST,14,7.9,81,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,27,5/19/2022,LIST,21.2,4.6,28,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,27,5/19/2022,LIST,23,5.2,247,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,27,5/19/2022,CARYA,13,4.9,238,Carya ,sp.,Carya sp.,hickory,intermediate,
MOT,27,5/19/2022,CARYA,19,3,108,Carya ,sp.,Carya sp.,hickory,intermediate,
MOT,27,5/19/2022,ACRU,19.9,6.9,329,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
MOT,28,5/18/2022,QUNI,11.6,6.5,330,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,28,5/18/2022,QUNI,14.2,6.5,140,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,28,5/18/2022,QUFA,22.6,3.9,43,Quercus ,falcata,Quercus falcata,southern red oak,pyrophyte,
MOT,28,5/18/2022,QUNI,22.8,5.8,10,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,28,5/18/2022,QUNI,23,2,270,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,28,5/18/2022,PITA,11.1,2.7,45,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,28,5/18/2022,PITA,12.9,7.2,190,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,28,5/18/2022,PITA,21.9,6,195,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,28,5/18/2022,PITA,22.2,5.5,190,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,28,5/18/2022,PITA,27.5,7,200,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,28,5/18/2022,PITA,29,2,320,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,28,5/18/2022,PITA,32.3,3,322,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,28,5/18/2022,PITA,32.5,6.8,N/A,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,28,5/18/2022,PITA,36,3.4,145,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,28,5/18/2022,PITA,37.4,3.3,82,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,28,5/18/2022,LITU,46,7.5,255,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
MOT,28,5/18/2022,LIST,18.6,5.7,130,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,28,5/18/2022,LIST,22,5.5,345,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,29,5/18/2022,QUNI,12.7,4.5,64,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,29,5/18/2022,QUNI,16.9,3.5,218,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,29,5/18/2022,QUNI,19.5,1.5,130,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,29,5/18/2022,QUAL,20,6,127,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,29,5/18/2022,QUFA,28.6,8,75,Quercus ,falcata,Quercus falcata,southern red oak,pyrophyte,
MOT,29,5/18/2022,QUAL,45.8,6.5,355,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,29,5/18/2022,PITA,13.4,3,180,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,29,5/18/2022,PITA,19,7.5,235,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,29,5/18/2022,PITA,24,5.5,178,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,29,5/18/2022,PITA,25.8,4.5,270,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,29,5/18/2022,PITA,31.5,7.5,85,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,29,5/18/2022,LIST,11.5,6,13,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,29,5/18/2022,LIST,11.5,4.6,68,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,29,5/18/2022,LIST,12.8,6.9,30,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,29,5/18/2022,CARYA,12.8,3.5,5,Carya ,sp.,Carya sp.,hickory,intermediate,
MOT,30,5/18/2022,QUAL,10,5.5,282,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,30,5/18/2022,QUNI,10.7,3.6,133,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,30,5/18/2022,QUNI,12.4,3,186,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,30,5/18/2022,QUNI,13,4.6,135,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,30,5/18/2022,QUNI,13.2,3.5,270,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,30,5/18/2022,QUNI,14.6,7,171,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,30,5/18/2022,QUNI,18,4.8,130,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,30,5/18/2022,QUNI,23.8,7.5,144,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,30,5/18/2022,QUNI,32.4,5,3,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,30,5/18/2022,QUFA,37.6,5.5,224,Quercus ,falcata,Quercus falcata,southern red oak,pyrophyte,
MOT,30,5/18/2022,PIEC,14,6,203,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
MOT,30,5/18/2022,PITA,17.2,7,152,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,30,5/18/2022,PITA,33.4,6.5,129,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,30,5/18/2022,PITA,53.3,5.6,159,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,30,5/18/2022,LITU,15.3,7.6,82,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
MOT,30,5/18/2022,LITU,23,8,127,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
MOT,30,5/18/2022,LITU,28.3,7.6,82,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
MOT,30,5/18/2022,LIST,10.2,5,222,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,30,5/18/2022,LIST,10.9,6.4,306,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,30,5/18/2022,LIST,14.5,8,90,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,31,5/18/2022,QUNI,10.3,8,274,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,31,5/18/2022,QUNI,11,2,180,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,31,5/18/2022,QUNI,11,6,183,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,31,5/18/2022,QUNI,17.2,7.8,334,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,31,5/18/2022,QUNI,30.8,7.6,61,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,31,5/18/2022,PITA,17.6,8,103,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,31,5/18/2022,PITA,18,3.5,9,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,31,5/18/2022,PITA,22.1,3,230,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,31,5/18/2022,PITA,26.1,3.6,270,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,31,5/18/2022,PITA,26.6,6.5,45,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,31,5/18/2022,PITA,41,5.2,236,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,31,5/18/2022,PITA,43,4.1,266,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,31,5/18/2022,PITA,44.9,4.3,336,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,31,5/18/2022,LIST,10,5,168,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,31,5/18/2022,LIST,13.2,4.2,347,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,31,5/18/2022,LIST,17.4,7,150,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,31,5/18/2022,LIST,19.2,4.7,270,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,32,2/24/2022,QUNI,2,2.07,138,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,32,2/24/2022,QUNI,4.1,3.6,174,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,32,2/24/2022,QUAL,25.3,3.78,309,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,32,2/24/2022,QURU,28.3,6.03,88,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
MOT,32,2/24/2022,QUAL,31.9,2.72,268,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,32,2/24/2022,QUAL,34.1,7.22,142,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,32,2/24/2022,PIEC,14.2,5.66,304,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
MOT,32,2/24/2022,PITA,29.7,6.34,359,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,32,2/24/2022,LIST,2.4,4.02,90,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,32,2/24/2022,LIST,3.1,6.32,122,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,32,2/24/2022,LIST,5.7,5.02,348,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,32,2/24/2022,LIST,6.1,7.46,314,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,32,2/24/2022,LIST,6.6,3.39,54,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,32,2/24/2022,LIST,7.2,7.76,242,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,32,2/24/2022,LIST,7.7,5.63,145,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,32,2/24/2022,LIST,9,3.77,357,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,32,2/24/2022,LIST,11.3,0.98,84,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,32,2/24/2022,LIST,11.8,6.57,201,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,32,2/24/2022,JUVI,5,0.65,90,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,intermediate,
MOT,32,2/24/2022,JUVI,8.7,4,86,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,intermediate,
MOT,32,2/24/2022,JUVI,15.2,3.9,194,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,intermediate,
MOT,32,2/24/2022,FAGR,8,7.45,62,Fagus ,grandifolia,Fagus grandifolia,American beech,mesophyte,
MOT,32,2/24/2022,COFL,19.4,5.91,228,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte,
MOT,32,2/24/2022,ACRU,4.2,6.12,214,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
MOT,32,2/24/2022,ACRU,4.4,1.58,84,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
MOT,32,2/24/2022,ACRU,4.5,7.83,118,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
MOT,32,2/24/2022,ACRU,6.7,6.39,180,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
MOT,32,2/24/2022,ACRU,6.9,2.02,106,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
MOT,32,2/24/2022,ACRU,18.3,6.48,143,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
MOT,33,2/24/2022,QUNI,14,7.33,180,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,33,2/24/2022,QUAL,16.5,3.98,96,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,33,2/24/2022,QUAL,18.3,6.81,140,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,33,2/24/2022,QUNI,23.4,5.38,234,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,33,2/24/2022,QUAL,26.3,6.29,126,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,33,2/24/2022,PRSE,7.3,3.6,183,Prunus,serotina,Prunusserotina,cherry,mesophyte,
MOT,33,2/24/2022,PRSE,11.7,7.35,195,Prunus,serotina,Prunusserotina,cherry,mesophyte,
MOT,33,2/24/2022,PITA,10.2,4.77,301,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,33,2/24/2022,PITA,16.2,7.23,297,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,33,2/24/2022,PIEC,18.5,6.9,258,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
MOT,33,2/24/2022,PIEC,28.3,7.5,48,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
MOT,33,2/24/2022,PITA,32.7,7.4,290,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,33,2/24/2022,PIEC,42.1,2.41,140,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
MOT,33,2/24/2022,LIST,2,6.01,270,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,33,2/24/2022,LIST,2.8,3.72,57,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,33,2/24/2022,LIST,3,4.1,18,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,33,2/24/2022,LIST,3.5,6.47,314,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,33,2/24/2022,LIST,4.2,1.08,196,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,33,2/24/2022,LIST,5,7.73,348,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,33,2/24/2022,LIST,7.4,4.96,194,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,33,2/24/2022,LIST,7.7,6.24,290,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,33,2/24/2022,LIST,8,5.55,284,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,33,2/24/2022,LIST,11.1,4.5,22,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,33,2/24/2022,LIST,11.4,3.83,58,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,33,2/24/2022,LIST,13,4.25,184,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,33,2/24/2022,LIST,15.8,6.04,274,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,33,2/24/2022,LIST,23.1,6.81,142,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,"""fork"""
MOT,33,2/24/2022,LIST,26,6.81,144,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,"""fork"""
MOT,33,2/24/2022,CARYA,11,2.2,340,Carya ,sp.,Carya sp.,hickory,intermediate,
MOT,33,2/24/2022,ACRU,2,7.76,314,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
MOT,33,2/24/2022,ACRU,5.4,5.69,193,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
MOT,33,2/24/2022,ACRU,10.7,8.36,29,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Tuskegee,34,6/7/2022,QUNI,13.5,7.7,144,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,34,6/7/2022,PRSE,12.3,3.8,128,Prunus,serotina,Prunusserotina,cherry,mesophyte,
Tuskegee,34,6/7/2022,PITA,32.7,2.8,350,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,34,6/7/2022,PITA,41.5,7.5,172,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,34,6/7/2022,PITA,47.5,7.9,225,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,34,6/7/2022,PITA,53.3,3.2,82,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,34,6/7/2022,LITU,18,5.4,322,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
Tuskegee,34,6/7/2022,LITU,41.3,4.2,328,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
Tuskegee,34,6/7/2022,LIST,14.6,3,231,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,34,6/7/2022,LIST,16.5,1.7,132,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,34,6/7/2022,COFL,11,4.1,168,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte,
Tuskegee,34,6/7/2022,COFL,17.7,6.2,46,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte,
Tuskegee,35,6/7/2022,PITA,26.6,4.4,229,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,35,6/7/2022,PITA,47.2,6.5,120,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,35,6/7/2022,PITA,59,2.4,22,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,35,6/7/2022,LITU,38.2,6.1,358,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
Tuskegee,35,6/7/2022,LIST,24,4.7,132,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,35,6/7/2022,LIST,25.8,4.4,118,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,35,6/7/2022,COFL,15.4,5.1,312,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte,
