Site,Stem_id,Plot,Date,Species,DBH,Distance,Azimuth,Genus,Specific epithet,Scientific name,Common name,Functional,secondary,tert,Notes
MOT,380,32,2/24/2022,LIST,6.6,3.39,54,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,381,32,2/24/2022,LIST,7.2,7.76,242,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,382,32,2/24/2022,LIST,7.7,5.63,145,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,383,32,2/24/2022,LIST,9,3.77,357,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,384,32,2/24/2022,LIST,11.3,0.98,84,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,385,32,2/24/2022,LIST,11.8,6.57,201,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,386,32,2/24/2022,JUVI,5,0.65,90,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,other,other,Encroaching,
MOT,387,32,2/24/2022,JUVI,8.7,4,86,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,other,other,Encroaching,
MOT,388,32,2/24/2022,JUVI,15.2,3.9,194,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,other,other,Encroaching,
MOT,389,32,2/24/2022,FAGR,8,7.45,62,Fagus ,grandifolia,Fagus grandifolia,American beech,other,other,Encroaching,
MOT,390,32,2/24/2022,COFL,19.4,5.91,228,Cornus ,florida,Cornus florida,flowering dogwood,other,other,Encroaching,
MOT,391,32,2/24/2022,ACRU,4.2,6.12,214,Acer ,rubrum,Acer rubrum,red maple,Red maple,other,Encroaching,
MOT,392,32,2/24/2022,ACRU,4.4,1.58,84,Acer ,rubrum,Acer rubrum,red maple,Red maple,other,Encroaching,
MOT,393,32,2/24/2022,ACRU,4.5,7.83,118,Acer ,rubrum,Acer rubrum,red maple,Red maple,other,Encroaching,
MOT,394,32,2/24/2022,ACRU,6.7,6.39,180,Acer ,rubrum,Acer rubrum,red maple,Red maple,other,Encroaching,
MOT,395,32,2/24/2022,ACRU,6.9,2.02,106,Acer ,rubrum,Acer rubrum,red maple,Red maple,other,Encroaching,
MOT,396,32,2/24/2022,ACRU,18.3,6.48,143,Acer ,rubrum,Acer rubrum,red maple,Red maple,other,Encroaching,
MOT,397,33,2/24/2022,QUNI,14,7.33,180,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,398,33,2/24/2022,QUAL,16.5,3.98,96,Quercus ,alba,Quercus alba,white oak,Upland oak,Upland oak,Upland oak,
MOT,399,33,2/24/2022,QUAL,18.3,6.81,140,Quercus ,alba,Quercus alba,white oak,Upland oak,Upland oak,Upland oak,
MOT,400,33,2/24/2022,QUNI,23.4,5.38,234,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,401,33,2/24/2022,QUAL,26.3,6.29,126,Quercus ,alba,Quercus alba,white oak,Upland oak,Upland oak,Upland oak,
MOT,402,33,2/24/2022,PRSE,7.3,3.6,183,Prunus,serotina,Prunusserotina,cherry,other,other,Encroaching,
MOT,403,33,2/24/2022,PRSE,11.7,7.35,195,Prunus,serotina,Prunusserotina,cherry,other,other,Encroaching,
MOT,404,33,2/24/2022,PITA,10.2,4.77,301,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,405,33,2/24/2022,PITA,16.2,7.23,297,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,406,33,2/24/2022,PIEC,18.5,6.9,258,Pinus ,echinata,Pinus echinata,shortleaf pine,Pinus,pine,Pine,
MOT,407,33,2/24/2022,PIEC,28.3,7.5,48,Pinus ,echinata,Pinus echinata,shortleaf pine,Pinus,pine,Pine,
MOT,408,33,2/24/2022,PITA,32.7,7.4,290,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,409,33,2/24/2022,PIEC,42.1,2.41,140,Pinus ,echinata,Pinus echinata,shortleaf pine,Pinus,pine,Pine,
MOT,410,33,2/24/2022,LIST,2,6.01,270,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,411,33,2/24/2022,LIST,2.8,3.72,57,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,412,33,2/24/2022,LIST,3,4.1,18,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,413,33,2/24/2022,LIST,3.5,6.47,314,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,414,33,2/24/2022,LIST,4.2,1.08,196,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,415,33,2/24/2022,LIST,5,7.73,348,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,416,33,2/24/2022,LIST,7.4,4.96,194,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,417,33,2/24/2022,LIST,7.7,6.24,290,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,418,33,2/24/2022,LIST,8,5.55,284,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,419,33,2/24/2022,LIST,11.1,4.5,22,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,420,33,2/24/2022,LIST,11.4,3.83,58,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,421,33,2/24/2022,LIST,13,4.25,184,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,422,33,2/24/2022,LIST,15.8,6.04,274,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,423,33,2/24/2022,LIST,23.1,6.81,142,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,"""fork"""
MOT,424,33,2/24/2022,LIST,26,6.81,144,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,"""fork"""
MOT,425,33,2/24/2022,CARYA,11,2.2,340,Carya ,sp.,Carya sp.,hickory,other,other,Encroaching,
MOT,426,33,2/24/2022,ACRU,2,7.76,314,Acer ,rubrum,Acer rubrum,red maple,Red maple,other,Encroaching,
MOT,427,33,2/24/2022,ACRU,5.4,5.69,193,Acer ,rubrum,Acer rubrum,red maple,Red maple,other,Encroaching,
MOT,428,33,2/24/2022,ACRU,10.7,8.36,29,Acer ,rubrum,Acer rubrum,red maple,Red maple,other,Encroaching,
Tuskegee,429,34,6/7/2022,QUNI,13.5,7.7,144,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,430,34,6/7/2022,PRSE,12.3,3.8,128,Prunus,serotina,Prunusserotina,cherry,other,other,Encroaching,
Tuskegee,431,34,6/7/2022,PITA,32.7,2.8,350,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,432,34,6/7/2022,PITA,41.5,7.5,172,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,433,34,6/7/2022,PITA,47.5,7.9,225,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,434,34,6/7/2022,PITA,53.3,3.2,82,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,435,34,6/7/2022,LITU,18,5.4,322,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,Tulip poplar,other,Encroaching,
Tuskegee,436,34,6/7/2022,LITU,41.3,4.2,328,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,Tulip poplar,other,Encroaching,
Tuskegee,437,34,6/7/2022,LIST,14.6,3,231,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,438,34,6/7/2022,LIST,16.5,1.7,132,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,439,34,6/7/2022,COFL,11,4.1,168,Cornus ,florida,Cornus florida,flowering dogwood,other,other,Encroaching,
Tuskegee,440,34,6/7/2022,COFL,17.7,6.2,46,Cornus ,florida,Cornus florida,flowering dogwood,other,other,Encroaching,
Tuskegee,441,35,6/7/2022,PITA,26.6,4.4,229,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,442,35,6/7/2022,PITA,47.2,6.5,120,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,443,35,6/7/2022,PITA,59,2.4,22,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,444,35,6/7/2022,LITU,38.2,6.1,358,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,Tulip poplar,other,Encroaching,
Tuskegee,445,35,6/7/2022,LIST,24,4.7,132,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,446,35,6/7/2022,LIST,25.8,4.4,118,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,447,35,6/7/2022,COFL,15.4,5.1,312,Cornus ,florida,Cornus florida,flowering dogwood,other,other,Encroaching,
Tuskegee,448,36,6/7/2022,QUNI,11.7,5.4,304,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,449,36,6/7/2022,QUNI,17.6,6,151,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,450,36,6/7/2022,QUNI,33.2,6.6,209,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,451,36,6/7/2022,QUNI,47.2,6.7,218,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,452,36,6/7/2022,PITA,26.7,3.3,49,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,453,36,6/7/2022,PITA,33.1,7.6,50,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,454,36,6/7/2022,PITA,54.8,6.2,182,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,455,36,6/7/2022,LIST,13.2,2.6,184,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,456,36,6/7/2022,LIST,13.5,3.2,309,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,457,36,6/7/2022,LIST,14.3,3.3,141,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,458,36,6/7/2022,LIST,19.1,4.1,128,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,459,36,6/7/2022,LIST,31.1,7.5,38,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,460,36,6/7/2022,COFL,11.5,1.4,135,Cornus ,florida,Cornus florida,flowering dogwood,other,other,Encroaching,
Tuskegee,461,36,6/7/2022,COFL,12,5,45,Cornus ,florida,Cornus florida,flowering dogwood,other,other,Encroaching,
Tuskegee,462,36,6/7/2022,ALJU,70.1,2.3,172,Albizia ,julibrissin,Albizia julibrissin,mimosa/silk tree,other,other,Encroaching,
Tuskegee,463,37,6/7/2022,PITA,23,7.2,337,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,464,37,6/7/2022,PITA,36.4,7.9,21,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,465,37,6/7/2022,PITA,37.8,5.2,4,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,466,37,6/7/2022,PITA,53.4,5.2,202,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,467,37,6/7/2022,LIST,20.5,2.2,124,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,468,37,6/7/2022,LIST,20.5,4.4,329,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,469,37,6/7/2022,LIST,22.7,2.5,238,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,470,37,6/7/2022,LIST,33.3,4,334,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,471,37,6/7/2022,LIST,34.4,6.2,85,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,472,37,6/7/2022,COFL,11.2,4.8,32,Cornus ,florida,Cornus florida,flowering dogwood,other,other,Encroaching,
Tuskegee,473,38,6/7/2022,ULAL,11.2,5.1,398,Ulmus ,alata,Ulmus alata,winged elm,other,other,Encroaching,
Tuskegee,474,38,6/7/2022,ULAL,14,6.3,38,Ulmus ,alata,Ulmus alata,winged elm,other,other,Encroaching,
Tuskegee,475,38,6/7/2022,QUNI,56,4.2,121,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,476,38,6/7/2022,PITA,61.3,3.2,199,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,477,38,6/7/2022,LIST,25.8,7.9,263,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,478,38,6/7/2022,LIST,27.2,5.8,250,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,479,38,6/7/2022,LIST,31.1,5.1,123,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,480,38,6/7/2022,CARYA,27.5,6.1,202,Carya ,sp.,Carya sp.,hickory,other,other,Encroaching,
Tuskegee,481,39,6/7/2022,QUNI,10.5,5.8,120,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,482,39,6/7/2022,PRSE,10.4,4.8,59,Prunus,serotina,Prunusserotina,cherry,other,other,Encroaching,
Tuskegee,483,39,6/7/2022,PITA,14.9,5.4,202,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,484,39,6/7/2022,PITA,15,68,340,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,485,39,6/7/2022,PITA,26,7.1,232,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,486,39,6/7/2022,PITA,33.6,8,220,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,487,39,6/7/2022,PITA,33.8,6.7,302,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,488,39,6/7/2022,PITA,34.1,3.2,176,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,489,39,6/7/2022,PITA,42,2.2,342,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,490,39,6/7/2022,LIST,10.6,5.9,102,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,491,39,6/7/2022,LIST,11,7,109,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,492,39,6/7/2022,LIST,13.7,3.8,128,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,493,39,6/7/2022,LIST,14,3.8,138,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,494,39,6/7/2022,LIST,17.8,6.9,71,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,495,39,6/7/2022,LIST,23.6,5.7,94,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,496,39,6/7/2022,LIST,29.7,7.3,61,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,497,39,6/7/2022,COFL,11.3,1,219,Cornus ,florida,Cornus florida,flowering dogwood,other,other,Encroaching,
Tuskegee,498,39,6/7/2022,CARYA,14.1,7.1,20,Carya ,sp.,Carya sp.,hickory,other,other,Encroaching,
Tuskegee,499,40,6/7/2022,QUNI,20,5.4,20,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,500,40,6/7/2022,PITA,27.1,7.8,261,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,501,40,6/7/2022,PITA,87.5,4.8,143,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,502,40,6/7/2022,PITA,23.9,6.1,322,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,503,40,6/7/2022,LIST,13.5,5.3,283,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,504,40,6/7/2022,LIST,14.4,5.2,288,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,505,40,6/7/2022,LIST,15.1,6.7,262,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,506,40,6/7/2022,LIST,15.7,4.5,230,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,507,40,6/7/2022,LIST,17.3,4.8,42,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,508,40,6/7/2022,LIST,21.1,4.9,248,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,509,40,6/7/2022,LIST,23.9,6.1,322,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,510,40,6/7/2022,LIST,32.5,7.5,62,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,511,41,6/7/2022,QUMA,10.2,7.3,218,Quercus ,marilandica,Quercus marilandica,blackjack oak,Upland oak,Upland oak,Upland oak,
Tuskegee,512,41,6/7/2022,QUNI,21.4,2.8,351,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,513,41,6/7/2022,PITA,13,5.2,29,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,514,41,6/7/2022,PITA,13.1,7.1,242,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,515,41,6/7/2022,PITA,15.5,4.9,214,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,516,41,6/7/2022,PITA,18.5,7.1,271,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,517,41,6/7/2022,PITA,19.4,2.7,262,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,518,41,6/7/2022,PITA,19.5,4.9,342,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,519,41,6/7/2022,PITA,24.7,7.9,104,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,520,41,6/7/2022,PITA,29.6,6.9,331,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,521,41,6/7/2022,PITA,46.9,5.4,221,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,522,41,6/7/2022,PITA,57.7,6.2,112,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,523,41,6/7/2022,LIST,12.5,2.1,81,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,524,42,6/2/2022,QUNI,11.1,3.1,339,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,525,42,6/2/2022,QUNI,31.3,3,137,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,526,42,6/2/2022,QUNI,32.9,3.2,307,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,527,42,6/2/2022,PRSE,12.8,7.6,88,Prunus,serotina,Prunusserotina,cherry,other,other,Encroaching,
Tuskegee,528,42,6/2/2022,PITA,26.3,6.3,196,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,529,42,6/2/2022,PITA,33.3,5.5,348,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,530,42,6/2/2022,PITA,34.3,5.9,223,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,531,42,6/2/2022,PITA,35.4,1.8,51,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,532,42,6/2/2022,PITA,56.5,5.1,172,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,533,43,6/2/2022,QUNI,12.1,7.9,18,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,534,43,6/2/2022,QUNI,25.3,4.8,247,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,535,43,6/2/2022,QUNI,27.1,1.8,341,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,536,43,6/2/2022,PITA,21.8,7.7,323,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,537,43,6/2/2022,PITA,38.2,5.1,229,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,538,43,6/2/2022,COFL,15.4,7.4,29,Cornus ,florida,Cornus florida,flowering dogwood,other,other,Encroaching,
Tuskegee,539,43,6/2/2022,COFL,19.1,7.8,12,Cornus ,florida,Cornus florida,flowering dogwood,other,other,Encroaching,
Tuskegee,540,44,6/2/2022,QUNI,26.3,6.7,332,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,541,44,6/2/2022,QUNI,27.8,5.8,19,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,542,44,6/2/2022,QUNI,32.2,3.3,86,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,543,44,6/2/2022,QUNI,33.1,2.8,146,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,544,44,6/2/2022,QUNI,36.6,3.6,141,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,545,44,6/2/2022,PIPA,27.7,2.1,283,Pinus ,palustris,Pinus palustris,longleaf pine,Pinus,pine,Pine,
Tuskegee,546,44,6/2/2022,PIPA,33.4,1.9,84,Pinus ,palustris,Pinus palustris,longleaf pine,Pinus,pine,Pine,
Tuskegee,547,44,6/2/2022,PIPA,42.8,5.3,278,Pinus ,palustris,Pinus palustris,longleaf pine,Pinus,pine,Pine,
Tuskegee,548,45,6/2/2022,QUNI,17.8,7.8,114,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,549,45,6/2/2022,QUNI,23.5,5.2,256,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,550,45,6/2/2022,QUNI,24.9,7.8,114,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,551,45,6/2/2022,QUNI,26.7,6.7,248,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,552,45,6/2/2022,QUFA,40.6,2.5,24,Quercus ,falcata,Quercus falcata,southern red oak,Upland oak,Upland oak,Upland oak,
Tuskegee,553,45,6/2/2022,PITA,10.4,4.2,126,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,554,45,6/2/2022,PIPA,18.5,3.2,255,Pinus ,palustris,Pinus palustris,longleaf pine,Pinus,pine,Pine,
Tuskegee,555,45,6/2/2022,PIPA,27.7,3.3,177,Pinus ,palustris,Pinus palustris,longleaf pine,Pinus,pine,Pine,
Tuskegee,556,45,6/2/2022,PITA,30,5.3,3,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Tuskegee,557,45,6/2/2022,PIPA,33.1,7.8,309,Pinus ,palustris,Pinus palustris,longleaf pine,Pinus,pine,Pine,
Tuskegee,558,45,6/2/2022,LIST,11.4,7.1,150,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,559,45,6/2/2022,LIST,14.6,7.1,150,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Tuskegee,560,47,6/2/2022,QUAL,10,7.5,271,Quercus ,alba,Quercus alba,white oak,Upland oak,Upland oak,Upland oak,
Tuskegee,561,47,6/2/2022,QUNI,10.1,4.3,196,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,562,47,6/2/2022,QUAL,10.8,6.6,238,Quercus ,alba,Quercus alba,white oak,Upland oak,Upland oak,Upland oak,
Tuskegee,563,47,6/2/2022,QUAL,10.9,6.5,213,Quercus ,alba,Quercus alba,white oak,Upland oak,Upland oak,Upland oak,
Tuskegee,564,47,6/2/2022,QUAL,11.3,7.6,240,Quercus ,alba,Quercus alba,white oak,Upland oak,Upland oak,Upland oak,
Tuskegee,565,47,6/2/2022,QUAL,12.2,4.4,356,Quercus ,alba,Quercus alba,white oak,Upland oak,Upland oak,Upland oak,
Tuskegee,566,47,6/2/2022,QUNI,13.3,7.4,283,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,567,47,6/2/2022,QUNI,14.5,2.4,68,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,568,47,6/2/2022,QUNI,15,3.4,220,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Tuskegee,569,47,6/2/2022,QUAL,15.4,3.9,353,Quercus ,alba,Quercus alba,white oak,Upland oak,Upland oak,Upland oak,
Tuskegee,570,47,6/2/2022,QUNI,18.9,7.1,223,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
