collection,Plot,Treatment,Burn_Szn,canopy_trt,litter_type,litter_pct
1/17/2022,4,control,ED,low,meso,6.988041854
1/17/2022,4,control,GS,low,meso,2.77979212
1/17/2022,4,control,LD,low,meso,19.37434828
1/17/2022,4,thin,Control,low,meso,33.09729871
1/17/2022,4,thin,ED,low,meso,7.247706422
1/17/2022,4,thin,GS,low,meso,36.14391651
1/17/2022,4,thin,LD,low,meso,33.49225268
1/17/2022,5,control,Control,low,meso,3.833710773
1/17/2022,5,control,ED,low,meso,0
1/17/2022,5,control,GS,low,meso,23.28159645
1/17/2022,5,control,LD,low,meso,12.20119522
1/17/2022,5,thin,Control,low,meso,19.31733861
1/17/2022,5,thin,ED,low,meso,12.51264755
1/17/2022,5,thin,GS,low,meso,1.447178003
1/17/2022,5,thin,LD,low,meso,1.257861635
1/17/2022,6,control,Control,low,meso,2.763539113
1/17/2022,6,control,ED,low,meso,10.28708134
1/17/2022,6,control,GS,low,meso,1.055594652
1/17/2022,6,control,LD,low,meso,3.209496593
1/17/2022,6,thin,Control,low,meso,7.346832814
1/17/2022,6,thin,ED,low,meso,5.21785194
1/17/2022,6,thin,GS,low,meso,3.568294823
1/17/2022,6,thin,LD,low,meso,2.335403727
1/17/2022,7,control,Control,med,meso,15.54180727
1/17/2022,7,control,ED,med,meso,6.963373083
1/17/2022,7,control,GS,med,meso,10.88519712
1/17/2022,7,control,LD,med,meso,7.666873321
1/17/2022,7,thin,Control,med,meso,14.93803001
1/17/2022,7,thin,ED,med,meso,7.883817427
1/17/2022,7,thin,GS,med,meso,6.962690489
1/17/2022,7,thin,LD,med,meso,0.212816269
1/17/2022,8,control,Control,med,meso,3.257229833
1/17/2022,8,control,ED,med,meso,4.238921002
1/17/2022,8,control,GS,med,meso,3.153022852
1/17/2022,8,control,LD,med,meso,1.375687844
1/17/2022,8,thin,Control,med,meso,11.01888952
1/17/2022,8,thin,ED,med,meso,0.619578686
1/17/2022,8,thin,GS,med,meso,3.753157705
1/17/2022,8,thin,LD,med,meso,0.948389943
1/17/2022,9,control,Control,high,meso,9.088946459
1/17/2022,9,control,ED,high,meso,26.80412371
1/17/2022,9,control,GS,high,meso,14.9286905
1/17/2022,9,control,LD,high,meso,31.01420872
1/17/2022,9,thin,Control,high,meso,9.039280644
1/17/2022,9,thin,ED,high,meso,10.04016064
1/17/2022,9,thin,GS,high,meso,17.85870996
1/17/2022,9,thin,LD,high,meso,2.601074357
1/17/2022,10,control,Control,med,meso,25.77771066
1/17/2022,10,control,ED,med,meso,3.366131538
1/17/2022,10,control,GS,med,meso,10.9155714
1/17/2022,10,control,LD,med,meso,23.98042414
1/17/2022,10,thin,Control,med,meso,11.3362069
1/17/2022,10,thin,ED,med,meso,0.319415925
1/17/2022,10,thin,GS,med,meso,2.623160589
1/17/2022,10,thin,LD,med,meso,2.387428226
1/17/2022,11,control,Control,low,meso,17.97866938
1/17/2022,11,control,ED,low,meso,12.31634886
1/17/2022,11,control,GS,low,meso,8.352619398
1/17/2022,11,control,LD,low,meso,15.406809
1/17/2022,11,thin,Control,low,meso,1.646878591
1/17/2022,11,thin,ED,low,meso,2.242328875
1/17/2022,11,thin,GS,low,meso,11.4387392
1/17/2022,11,thin,LD,low,meso,5.123966942
1/17/2022,12,control,Control,high,meso,14.36464088
1/17/2022,12,control,ED,high,meso,15.32760154
1/17/2022,12,control,GS,high,meso,23.17327766
1/17/2022,12,control,LD,high,meso,6.095717884
1/17/2022,12,thin,Control,high,meso,3.946540881
1/17/2022,12,thin,ED,high,meso,4.517249938
1/17/2022,12,thin,GS,high,meso,6.062246279
1/17/2022,12,thin,LD,high,meso,22.52747253
4/12/2022,1,control,Control,high,meso,11.55682904
4/12/2022,1,control,ED,high,meso,3.590472805
4/12/2022,1,control,GS,high,meso,4.430203399
4/12/2022,1,control,LD,high,meso,16.84472934
4/12/2022,1,thin,Control,high,meso,12.48630887
4/12/2022,1,thin,ED,high,meso,5.878674171
4/12/2022,1,thin,GS,high,meso,2.667814114
4/12/2022,1,thin,LD,high,meso,4.056047198
4/12/2022,2,control,Control,med,meso,13.54971664
4/12/2022,2,control,ED,med,meso,10.74792244
4/12/2022,2,control,GS,med,meso,31.93381593
4/12/2022,2,control,LD,med,meso,7.406075858
4/12/2022,2,thin,Control,med,meso,5.147952979
4/12/2022,2,thin,ED,med,meso,5.972434916
4/12/2022,2,thin,GS,med,meso,13.37386018
4/12/2022,2,thin,LD,med,meso,2.983802217
4/12/2022,3,control,Control,high,meso,1.035058431
4/12/2022,3,control,ED,high,meso,5.557039808
4/12/2022,3,control,GS,high,meso,11.34356113
4/12/2022,3,control,LD,high,meso,3.875098281
4/12/2022,3,thin,Control,high,meso,5.455386038
4/12/2022,3,thin,ED,high,meso,3.926972098
4/12/2022,3,thin,GS,high,meso,1.3320647
4/12/2022,3,thin,LD,high,meso,6.585956416
4/12/2022,4,control,Control,low,meso,30.82992402
4/12/2022,4,control,ED,low,meso,4.66455514
4/12/2022,4,control,GS,low,meso,22.95081967
4/12/2022,4,control,LD,low,meso,19.85951469
4/12/2022,4,thin,Control,low,meso,33.88299961
4/12/2022,4,thin,ED,low,meso,27.39866598
4/12/2022,4,thin,GS,low,meso,21.32845826
4/12/2022,4,thin,LD,low,meso,22.5785124
4/12/2022,5,control,Control,low,meso,5.69915914
4/12/2022,5,control,ED,low,meso,2.206054917
4/12/2022,5,control,GS,low,meso,13.92517815
4/12/2022,5,control,LD,low,meso,27.29083665
4/12/2022,5,thin,Control,low,meso,4.49910018
4/12/2022,5,thin,ED,low,meso,21.97748409
4/12/2022,5,thin,GS,low,meso,4.398148148
4/12/2022,5,thin,LD,low,meso,1.89039932
4/12/2022,6,control,Control,low,meso,2.417266187
4/12/2022,6,control,ED,low,meso,3.943017044
4/12/2022,6,control,GS,low,meso,3.543831601
4/12/2022,6,control,LD,low,meso,5.292853305
4/12/2022,6,thin,Control,low,meso,8.160280784
4/12/2022,6,thin,ED,low,meso,4.172429691
4/12/2022,6,thin,GS,low,meso,4.632426989
4/12/2022,6,thin,LD,low,meso,0.892401836
4/12/2022,7,control,Control,med,meso,9.575675062
4/12/2022,7,control,ED,med,meso,2.04611887
4/12/2022,7,control,GS,med,meso,4.976892997
4/12/2022,7,control,LD,med,meso,7.701925481
4/12/2022,7,thin,Control,med,meso,1.208847737
4/12/2022,7,thin,ED,med,meso,2.215756491
4/12/2022,7,thin,GS,med,meso,2.345132743
4/12/2022,7,thin,LD,med,meso,1.488942413
4/12/2022,8,control,Control,med,meso,2.534722222
4/12/2022,8,control,ED,med,meso,1.392251816
4/12/2022,8,control,GS,med,meso,1.731123389
4/12/2022,8,control,LD,med,meso,2.977667494
4/12/2022,8,thin,Control,med,meso,2.57819104
4/12/2022,8,thin,ED,med,meso,0
4/12/2022,8,thin,GS,med,meso,0
4/12/2022,8,thin,LD,med,meso,1.052379813
4/12/2022,9,control,Control,high,meso,1.536463969
4/12/2022,9,control,ED,high,meso,18.02557954
4/12/2022,9,control,GS,high,meso,3.114789806
4/12/2022,9,control,LD,high,meso,9.487315011
4/12/2022,9,thin,Control,high,meso,10.51039698
4/12/2022,9,thin,ED,high,meso,3.379265092
4/12/2022,9,thin,GS,high,meso,9.035532995
4/12/2022,9,thin,LD,high,meso,10.55011304
4/12/2022,10,control,Control,med,meso,17.35404392
4/12/2022,10,control,ED,med,meso,6.608333843
4/12/2022,10,control,GS,med,meso,8.5553582
4/12/2022,10,control,LD,med,meso,17.66467066
4/12/2022,10,thin,Control,med,meso,4.76342711
4/12/2022,10,thin,ED,med,meso,1.136363636
4/12/2022,10,thin,GS,med,meso,1.173113507
4/12/2022,10,thin,LD,med,meso,1.108554696
4/12/2022,11,control,Control,low,meso,3.962637985
4/12/2022,11,control,ED,low,meso,8.517773307
4/12/2022,11,control,GS,low,meso,4.594294183
4/12/2022,11,control,LD,low,meso,13.19783895
4/12/2022,11,thin,Control,low,meso,0.74433657
4/12/2022,11,thin,ED,low,meso,3.072007864
4/12/2022,11,thin,GS,low,meso,3.336339044
4/12/2022,11,thin,LD,low,meso,5.350248207
4/12/2022,12,control,Control,high,meso,8.748977923
4/12/2022,12,control,ED,high,meso,10.82813291
4/12/2022,12,control,GS,high,meso,10.75530804
4/12/2022,12,control,LD,high,meso,20.30716724
4/12/2022,12,thin,Control,high,meso,8.473177442
4/12/2022,12,thin,ED,high,meso,2.104032729
4/12/2022,12,thin,GS,high,meso,6.70419652
4/12/2022,12,thin,LD,high,meso,18.3197832
6/24/2022,1,control,Control,high,meso,28.58347386
6/24/2022,1,control,ED,high,meso,4.50928382
6/24/2022,1,control,GS,high,meso,8.896551724
6/24/2022,1,control,LD,high,meso,14.17322835
6/24/2022,1,thin,Control,high,meso,5.068027211
6/24/2022,1,thin,ED,high,meso,5.891413169
6/24/2022,1,thin,GS,high,meso,1.875571821
6/24/2022,1,thin,LD,high,meso,2.041702867
6/24/2022,2,control,Control,med,meso,9.946125155
6/24/2022,2,control,ED,med,meso,5.405960946
6/24/2022,2,control,GS,med,meso,32.60783538
6/24/2022,2,control,LD,med,meso,6.189944134
6/24/2022,2,thin,Control,med,meso,10.33916849
6/24/2022,2,thin,ED,med,meso,9.400630915
6/24/2022,2,thin,GS,med,meso,15.37097999
6/24/2022,2,thin,LD,med,meso,3.057553957
6/24/2022,3,control,Control,high,meso,2.866473149
6/24/2022,3,control,ED,high,meso,0.893051623
6/24/2022,3,control,GS,high,meso,10.37006913
6/24/2022,3,control,LD,high,meso,10.38516405
6/24/2022,3,thin,Control,high,meso,3.531489111
6/24/2022,3,thin,ED,high,meso,1.114058355
6/24/2022,3,thin,GS,high,meso,3.137450199
6/24/2022,3,thin,LD,high,meso,1.708320152
6/24/2022,4,control,Control,low,meso,21.10803324
6/24/2022,4,control,ED,low,meso,12.78034888
6/24/2022,4,control,GS,low,meso,19.82802226
6/24/2022,4,control,LD,low,meso,23.24675325
6/24/2022,4,thin,Control,low,meso,7.798481712
6/24/2022,4,thin,ED,low,meso,19.56162117
6/24/2022,4,thin,GS,low,meso,14.30317848
6/24/2022,4,thin,LD,low,meso,12.20292505
6/24/2022,5,control,Control,low,meso,4.005722461
6/24/2022,5,control,ED,low,meso,5.433552185
6/24/2022,5,control,GS,low,meso,15.00160617
6/24/2022,5,control,LD,low,meso,16.62883087
6/24/2022,5,thin,Control,low,meso,10
6/24/2022,5,thin,ED,low,meso,15.35580524
6/24/2022,5,thin,GS,low,meso,0.1953125
6/24/2022,5,thin,LD,low,meso,2.739435124
6/24/2022,6,control,Control,low,meso,7.177886759
6/24/2022,6,control,ED,low,meso,6.692803136
6/24/2022,6,control,GS,low,meso,4.384591293
6/24/2022,6,control,LD,low,meso,9.974497025
6/24/2022,6,thin,Control,low,meso,9.266409266
6/24/2022,6,thin,ED,low,meso,4.80620155
6/24/2022,6,thin,GS,low,meso,3.70942813
6/24/2022,6,thin,LD,low,meso,1.76056338
6/24/2022,7,control,Control,med,meso,7.883317261
6/24/2022,7,control,ED,med,meso,8.586147682
6/24/2022,7,control,GS,med,meso,8.800911421
6/24/2022,7,control,LD,med,meso,11.29182156
6/24/2022,7,thin,Control,med,meso,3.102779573
6/24/2022,7,thin,ED,med,meso,0.953079179
6/24/2022,7,thin,GS,med,meso,2.937976061
6/24/2022,7,thin,LD,med,meso,0.50148165
6/24/2022,8,control,Control,med,meso,0.375536481
6/24/2022,8,control,ED,med,meso,5.09518477
6/24/2022,8,control,GS,med,meso,7.041420118
6/24/2022,8,control,LD,med,meso,2.60678392
6/24/2022,8,thin,Control,med,meso,3.756097561
6/24/2022,8,thin,ED,med,meso,3.771849126
6/24/2022,8,thin,GS,med,meso,1.50455605
6/24/2022,8,thin,LD,med,meso,1.006910168
6/24/2022,9,control,Control,high,meso,2.41187384
6/24/2022,9,control,ED,high,meso,4.633204633
6/24/2022,9,control,GS,high,meso,4
6/24/2022,9,control,LD,high,meso,4.176182708
6/24/2022,9,thin,Control,high,meso,5.424528302
6/24/2022,9,thin,ED,high,meso,10.56737589
6/24/2022,9,thin,GS,high,meso,3.508309153
6/24/2022,9,thin,LD,high,meso,4.728370221
6/24/2022,10,control,Control,med,meso,18.22194199
6/24/2022,10,control,ED,med,meso,11.00463679
6/24/2022,10,control,GS,med,meso,7.522123894
6/24/2022,10,control,LD,med,meso,17.72253408
6/24/2022,10,thin,Control,med,meso,4.651162791
6/24/2022,10,thin,ED,med,meso,0.881488737
6/24/2022,10,thin,GS,med,meso,1.011840689
6/24/2022,10,thin,LD,med,meso,1.588447653
6/24/2022,11,control,Control,low,meso,1.114206128
6/24/2022,11,control,ED,low,meso,11.27214171
6/24/2022,11,control,GS,low,meso,10.53511706
6/24/2022,11,control,LD,low,meso,3.421532847
6/24/2022,11,thin,Control,low,meso,2.485737571
6/24/2022,11,thin,ED,low,meso,3.571428571
6/24/2022,11,thin,GS,low,meso,6.174438687
6/24/2022,11,thin,LD,low,meso,3.839732888
6/24/2022,12,control,Control,high,meso,10.2489019
6/24/2022,12,control,ED,high,meso,13.16818774
6/24/2022,12,control,GS,high,meso,6.084296397
6/24/2022,12,control,LD,high,meso,10.65680731
6/24/2022,12,thin,Control,high,meso,0.859656138
6/24/2022,12,thin,ED,high,meso,2.128367143
6/24/2022,12,thin,GS,high,meso,2.711111111
6/24/2022,12,thin,LD,high,meso,17.03734788
