collection,Plot,Treatment,Burn_Szn,canopy_trt,litter_type,litter_pct
1/17/2022,9,control,Control,high,uo,8.117443869
1/17/2022,9,control,ED,high,uo,3.207331042
1/17/2022,9,control,GS,high,uo,0.537136507
1/17/2022,9,control,LD,high,uo,0
1/17/2022,9,thin,Control,high,uo,0.99384761
1/17/2022,9,thin,ED,high,uo,3.760496532
1/17/2022,9,thin,GS,high,uo,3.378674857
1/17/2022,9,thin,LD,high,uo,0.508905852
1/17/2022,10,control,Control,med,uo,1.14768952
1/17/2022,10,control,ED,med,uo,0.51786639
1/17/2022,10,control,GS,med,uo,0.178213411
1/17/2022,10,control,LD,med,uo,0.619902121
1/17/2022,10,thin,Control,med,uo,0
1/17/2022,10,thin,ED,med,uo,0.296600502
1/17/2022,10,thin,GS,med,uo,0.213265089
1/17/2022,10,thin,LD,med,uo,0.815956482
1/17/2022,11,control,Control,low,uo,36.26206196
1/17/2022,11,control,ED,low,uo,16.97405439
1/17/2022,11,control,GS,low,uo,44.87691984
1/17/2022,11,control,LD,low,uo,23.61992691
1/17/2022,11,thin,Control,low,uo,55.57257756
1/17/2022,11,thin,ED,low,uo,43.5483871
1/17/2022,11,thin,GS,low,uo,30.02033554
1/17/2022,11,thin,LD,low,uo,40.69421488
1/17/2022,12,control,Control,high,uo,26.98895028
1/17/2022,12,control,ED,high,uo,37.20723392
1/17/2022,12,control,GS,high,uo,42.55890248
1/17/2022,12,control,LD,high,uo,88.69017632
1/17/2022,12,thin,Control,high,uo,10.94339623
1/17/2022,12,thin,ED,high,uo,15.56217424
1/17/2022,12,thin,GS,high,uo,11.33964817
1/17/2022,12,thin,LD,high,uo,4.212454212
4/12/2022,1,control,Control,high,uo,6.876790831
4/12/2022,1,control,ED,high,uo,3.377177391
4/12/2022,1,control,GS,high,uo,1.365282809
4/12/2022,1,control,LD,high,uo,4.024216524
4/12/2022,1,thin,Control,high,uo,2.792990142
4/12/2022,1,thin,ED,high,uo,0.969355847
4/12/2022,1,thin,GS,high,uo,7.271944923
4/12/2022,1,thin,LD,high,uo,1.91740413
4/12/2022,2,control,Control,med,uo,46.6254508
4/12/2022,2,control,ED,med,uo,3.342566944
4/12/2022,2,control,GS,med,uo,32.40951396
4/12/2022,2,control,LD,med,uo,9.401402121
4/12/2022,2,thin,Control,med,uo,0
4/12/2022,2,thin,ED,med,uo,5.308831036
4/12/2022,2,thin,GS,med,uo,1.602652666
4/12/2022,2,thin,LD,med,uo,3.836317136
4/12/2022,3,control,Control,high,uo,5.175292154
4/12/2022,3,control,ED,high,uo,3.68688218
4/12/2022,3,control,GS,high,uo,1.627150163
4/12/2022,3,control,LD,high,uo,0
4/12/2022,3,thin,Control,high,uo,9.107720758
4/12/2022,3,thin,ED,high,uo,14.64002756
4/12/2022,3,thin,GS,high,uo,2.632413574
4/12/2022,3,thin,LD,high,uo,9.346246973
4/12/2022,4,control,Control,low,uo,59.46814728
4/12/2022,4,control,ED,low,uo,50.59026778
4/12/2022,4,control,GS,low,uo,57.97317437
4/12/2022,4,control,LD,low,uo,48.72286079
4/12/2022,4,thin,Control,low,uo,11.34668237
4/12/2022,4,thin,ED,low,uo,48.02462801
4/12/2022,4,thin,GS,low,uo,32.84582572
4/12/2022,4,thin,LD,low,uo,29.02479339
4/12/2022,5,control,Control,low,uo,50.51385861
4/12/2022,5,control,ED,low,uo,29.33583666
4/12/2022,5,control,GS,low,uo,31.73990499
4/12/2022,5,control,LD,low,uo,11.41149687
4/12/2022,5,thin,Control,low,uo,21.69566087
4/12/2022,5,thin,ED,low,uo,34.55702398
4/12/2022,5,thin,GS,low,uo,52.85493827
4/12/2022,5,thin,LD,low,uo,29.29056924
4/12/2022,6,control,Control,low,uo,59.28057554
4/12/2022,6,control,ED,low,uo,24.98092089
4/12/2022,6,control,GS,low,uo,53.50386358
4/12/2022,6,control,LD,low,uo,40.78452445
4/12/2022,6,thin,Control,low,uo,32.93360632
4/12/2022,6,thin,ED,low,uo,10.76532964
4/12/2022,6,thin,GS,low,uo,17.42195368
4/12/2022,6,thin,LD,low,uo,7.317695054
4/12/2022,7,control,Control,med,uo,0
4/12/2022,7,control,ED,med,uo,0
4/12/2022,7,control,GS,med,uo,0
4/12/2022,7,control,LD,med,uo,2.375593898
4/12/2022,7,thin,Control,med,uo,1.826131687
4/12/2022,7,thin,ED,med,uo,0.805729633
4/12/2022,7,thin,GS,med,uo,0
4/12/2022,7,thin,LD,med,uo,0.525509087
4/12/2022,8,control,Control,med,uo,16.70138889
4/12/2022,8,control,ED,med,uo,4.963680387
4/12/2022,8,control,GS,med,uo,21.73112339
4/12/2022,8,control,LD,med,uo,5.789909016
4/12/2022,8,thin,Control,med,uo,6.677937447
4/12/2022,8,thin,ED,med,uo,0
4/12/2022,8,thin,GS,med,uo,7.936939386
4/12/2022,8,thin,LD,med,uo,5.261899067
4/12/2022,9,control,Control,high,uo,3.267690976
4/12/2022,9,control,ED,high,uo,3.237410072
4/12/2022,9,control,GS,high,uo,0
4/12/2022,9,control,LD,high,uo,4.83615222
4/12/2022,9,thin,Control,high,uo,0.56710775
4/12/2022,9,thin,ED,high,uo,0
4/12/2022,9,thin,GS,high,uo,0
4/12/2022,9,thin,LD,high,uo,0.452147702
4/12/2022,10,control,Control,med,uo,1.713979646
4/12/2022,10,control,ED,med,uo,2.753472435
4/12/2022,10,control,GS,med,uo,2.33866193
4/12/2022,10,control,LD,med,uo,5.209580838
4/12/2022,10,thin,Control,med,uo,0
4/12/2022,10,thin,ED,med,uo,3.739002933
4/12/2022,10,thin,GS,med,uo,0
4/12/2022,10,thin,LD,med,uo,4.141393014
4/12/2022,11,control,Control,low,uo,42.45683555
4/12/2022,11,control,ED,low,uo,22.66934943
4/12/2022,11,control,GS,low,uo,41.71915524
4/12/2022,11,control,LD,low,uo,19.80962182
4/12/2022,11,thin,Control,low,uo,33.88349515
4/12/2022,11,thin,ED,low,uo,81.39592037
4/12/2022,11,thin,GS,low,uo,67.6735798
4/12/2022,11,thin,LD,low,uo,25.97904026
4/12/2022,12,control,Control,high,uo,24.99318615
4/12/2022,12,control,ED,high,uo,34.37341879
4/12/2022,12,control,GS,high,uo,52.48868778
4/12/2022,12,control,LD,high,uo,39.07849829
4/12/2022,12,thin,Control,high,uo,7.620357634
4/12/2022,12,thin,ED,high,uo,8.844730177
4/12/2022,12,thin,GS,high,uo,0
4/12/2022,12,thin,LD,high,uo,1.517615176
6/24/2022,1,control,Control,high,uo,10.7925801
6/24/2022,1,control,ED,high,uo,12.86472149
6/24/2022,1,control,GS,high,uo,7.24137931
6/24/2022,1,control,LD,high,uo,23.54330709
6/24/2022,1,thin,Control,high,uo,5.646258503
6/24/2022,1,thin,ED,high,uo,0.423565653
6/24/2022,1,thin,GS,high,uo,5.580969808
6/24/2022,1,thin,LD,high,uo,0
6/24/2022,2,control,Control,med,uo,49.60629921
6/24/2022,2,control,ED,med,uo,3.247687564
6/24/2022,2,control,GS,med,uo,35.21962802
6/24/2022,2,control,LD,med,uo,8.983240223
6/24/2022,2,thin,Control,med,uo,3.090809628
6/24/2022,2,thin,ED,med,uo,8.738170347
6/24/2022,2,thin,GS,med,uo,5.393770575
6/24/2022,2,thin,LD,med,uo,1.10911271
6/24/2022,3,control,Control,high,uo,11.50217707
6/24/2022,3,control,ED,high,uo,4.312785885
6/24/2022,3,control,GS,high,uo,0
6/24/2022,3,control,LD,high,uo,5.392296719
6/24/2022,3,thin,Control,high,uo,6.945261919
6/24/2022,3,thin,ED,high,uo,6.843501326
6/24/2022,3,thin,GS,high,uo,3.386454183
6/24/2022,3,thin,LD,high,uo,3.954444796
6/24/2022,4,control,Control,low,uo,61.82825485
6/24/2022,4,control,ED,low,uo,19.54432182
6/24/2022,4,control,GS,low,uo,58.67475974
6/24/2022,4,control,LD,low,uo,58.52813853
6/24/2022,4,thin,Control,low,uo,24.2926156
6/24/2022,4,thin,ED,low,uo,59.51199338
6/24/2022,4,thin,GS,low,uo,40.46454768
6/24/2022,4,thin,LD,low,uo,61.60877514
6/24/2022,5,control,Control,low,uo,44.11063424
6/24/2022,5,control,ED,low,uo,36.65383745
6/24/2022,5,control,GS,low,uo,31.03115965
6/24/2022,5,control,LD,low,uo,28.00794552
6/24/2022,5,thin,Control,low,uo,15.74018127
6/24/2022,5,thin,ED,low,uo,41.94756554
6/24/2022,5,thin,GS,low,uo,57.37304688
6/24/2022,5,thin,LD,low,uo,27.60671055
6/24/2022,6,control,Control,low,uo,48.50646456
6/24/2022,6,control,ED,low,uo,18.84626155
6/24/2022,6,control,GS,low,uo,58.78484184
6/24/2022,6,control,LD,low,uo,34.96741286
6/24/2022,6,thin,Control,low,uo,24.05888031
6/24/2022,6,thin,ED,low,uo,18.82859604
6/24/2022,6,thin,GS,low,uo,15.34003091
6/24/2022,6,thin,LD,low,uo,6.255178128
6/24/2022,7,control,Control,med,uo,1.542912247
6/24/2022,7,control,ED,med,uo,4.235832856
6/24/2022,7,control,GS,med,uo,6.009683851
6/24/2022,7,control,LD,med,uo,4.042750929
6/24/2022,7,thin,Control,med,uo,0
6/24/2022,7,thin,ED,med,uo,0
6/24/2022,7,thin,GS,med,uo,0
6/24/2022,7,thin,LD,med,uo,2.119899704
6/24/2022,8,control,Control,med,uo,19.79613734
6/24/2022,8,control,ED,med,uo,8.846584546
6/24/2022,8,control,GS,med,uo,10.71005917
6/24/2022,8,control,LD,med,uo,1.067839196
6/24/2022,8,thin,Control,med,uo,6.292682927
6/24/2022,8,thin,ED,med,uo,16.55933763
6/24/2022,8,thin,GS,med,uo,2.627675355
6/24/2022,8,thin,LD,med,uo,0.612043435
6/24/2022,9,control,Control,high,uo,0.278293135
6/24/2022,9,control,ED,high,uo,37.16216216
6/24/2022,9,control,GS,high,uo,0.852459016
6/24/2022,9,control,LD,high,uo,19.34747145
6/24/2022,9,thin,Control,high,uo,1.238207547
6/24/2022,9,thin,ED,high,uo,12.55319149
6/24/2022,9,thin,GS,high,uo,2.848852546
6/24/2022,9,thin,LD,high,uo,2.448021462
6/24/2022,10,control,Control,med,uo,4.791929382
6/24/2022,10,control,ED,med,uo,0
6/24/2022,10,control,GS,med,uo,9.987357775
6/24/2022,10,control,LD,med,uo,4.303662122
6/24/2022,10,thin,Control,med,uo,1.356589147
6/24/2022,10,thin,ED,med,uo,0
6/24/2022,10,thin,GS,med,uo,1.076426265
6/24/2022,10,thin,LD,med,uo,1.444043321
6/24/2022,11,control,Control,low,uo,22.00557103
6/24/2022,11,control,ED,low,uo,15.05636071
6/24/2022,11,control,GS,low,uo,20.81939799
6/24/2022,11,control,LD,low,uo,26.96167883
6/24/2022,11,thin,Control,low,uo,22.53463733
6/24/2022,11,thin,ED,low,uo,79.07608696
6/24/2022,11,thin,GS,low,uo,65.41450777
6/24/2022,11,thin,LD,low,uo,42.65442404
6/24/2022,12,control,Control,high,uo,26.53733529
6/24/2022,12,control,ED,high,uo,7.431551499
6/24/2022,12,control,GS,high,uo,29.77566281
6/24/2022,12,control,LD,high,uo,50.54371466
6/24/2022,12,thin,Control,high,uo,6.117552979
6/24/2022,12,thin,ED,high,uo,12.70369139
6/24/2022,12,thin,GS,high,uo,12.62222222
6/24/2022,12,thin,LD,high,uo,2.727654217
6/24/2021,1,control,Control,high,sg,6.922468354
6/24/2021,1,control,ED,high,sg,4.266467066
6/24/2021,1,control,GS,high,sg,8.903781714
6/24/2021,1,control,LD,high,sg,22.99465241
6/24/2021,1,thin,Control,high,sg,13.73801917
6/24/2021,1,thin,ED,high,sg,4.395997141
6/24/2021,1,thin,GS,high,sg,26.77127913
6/24/2021,1,thin,LD,high,sg,2.712667896
6/24/2021,2,control,Control,med,sg,7.570715474
6/24/2021,2,control,ED,med,sg,0
6/24/2021,2,control,GS,med,sg,4.330927263
6/24/2021,2,control,LD,med,sg,0
6/24/2021,2,thin,Control,med,sg,9.664496745
6/24/2021,2,thin,ED,med,sg,16.15074024
6/24/2021,2,thin,GS,med,sg,8.524957936
6/24/2021,2,thin,LD,med,sg,5.059989567
6/24/2021,3,control,Control,high,sg,5.047006432
6/24/2021,3,control,ED,high,sg,2.08
6/24/2021,3,control,GS,high,sg,0.36416606
6/24/2021,3,control,LD,high,sg,1.514233798
6/24/2021,3,thin,Control,high,sg,3.757575758
6/24/2021,3,thin,ED,high,sg,9.090909091
6/24/2021,3,thin,GS,high,sg,3.445945946
6/24/2021,3,thin,LD,high,sg,11.0006215
6/24/2021,4,control,Control,low,sg,0
6/24/2021,4,control,ED,low,sg,1.092544987
6/24/2021,4,control,GS,low,sg,1.26835781
6/24/2021,4,control,LD,low,sg,1.047619048
6/24/2021,4,thin,Control,low,sg,0.791139241
6/24/2021,4,thin,ED,low,sg,6.226415094
6/24/2021,4,thin,GS,low,sg,0
6/24/2021,4,thin,LD,low,sg,0
6/24/2021,5,control,Control,low,sg,1.299638989
6/24/2021,5,control,ED,low,sg,2.320185615
6/24/2021,5,control,GS,low,sg,6.734006734
6/24/2021,5,control,LD,low,sg,0
6/24/2021,5,thin,Control,low,sg,0.446594715
6/24/2021,5,thin,ED,low,sg,0.619408121
6/24/2021,5,thin,GS,low,sg,0.835421888
6/24/2021,5,thin,LD,low,sg,0.698384985
6/24/2021,6,control,Control,low,sg,0.687022901
6/24/2021,6,control,ED,low,sg,9.323064451
6/24/2021,6,control,GS,low,sg,0.523311132
6/24/2021,6,control,LD,low,sg,0.624442462
6/24/2021,6,thin,Control,low,sg,3.367375104
6/24/2021,6,thin,ED,low,sg,0.178624591
6/24/2021,6,thin,GS,low,sg,4.644097222
6/24/2021,6,thin,LD,low,sg,2.14573089
6/24/2021,7,control,Control,med,sg,1.646284102
6/24/2021,7,control,ED,med,sg,2.146263911
6/24/2021,7,control,GS,med,sg,0
6/24/2021,7,control,LD,med,sg,2.5606469
6/24/2021,7,thin,Control,med,sg,5.454545455
6/24/2021,7,thin,ED,med,sg,0.754716981
6/24/2021,7,thin,GS,med,sg,12.33766234
6/24/2021,7,thin,LD,med,sg,7.504690432
6/24/2021,8,control,Control,med,sg,4.093567251
6/24/2021,8,control,ED,med,sg,0.92879257
6/24/2021,8,control,GS,med,sg,2.317161477
6/24/2021,8,control,LD,med,sg,1.994750656
6/24/2021,8,thin,Control,med,sg,7.100591716
6/24/2021,8,thin,ED,med,sg,4.705882353
6/24/2021,8,thin,GS,med,sg,1.368970013
6/24/2021,8,thin,LD,med,sg,5.706051873
6/24/2021,9,control,Control,high,sg,7.179161372
6/24/2021,9,control,ED,high,sg,6.016260163
6/24/2021,9,control,GS,high,sg,5.240793201
6/24/2021,9,control,LD,high,sg,13.33333333
6/24/2021,9,thin,Control,high,sg,6.905537459
6/24/2021,9,thin,ED,high,sg,14.25504508
6/24/2021,9,thin,GS,high,sg,14.90740741
6/24/2021,9,thin,LD,high,sg,4.078368653
6/24/2021,10,control,Control,med,sg,1.926345609
6/24/2021,10,control,ED,med,sg,9.287148594
6/24/2021,10,control,GS,med,sg,22.33236152
6/24/2021,10,control,LD,med,sg,0
6/24/2021,10,thin,Control,med,sg,0
6/24/2021,10,thin,ED,med,sg,1.898989899
6/24/2021,10,thin,GS,med,sg,0.333492139
6/24/2021,10,thin,LD,med,sg,1.910828025
6/24/2021,11,control,Control,low,sg,7.677035076
6/24/2021,11,control,ED,low,sg,0.879396985
6/24/2021,11,control,GS,low,sg,0
6/24/2021,11,control,LD,low,sg,16.57060519
6/24/2021,11,thin,Control,low,sg,7.771181867
6/24/2021,11,thin,ED,low,sg,1.446945338
6/24/2021,11,thin,GS,low,sg,1.534526854
6/24/2021,11,thin,LD,low,sg,14.82047364
6/24/2021,12,control,Control,high,sg,10.51441492
6/24/2021,12,control,ED,high,sg,8.176100629
6/24/2021,12,control,GS,high,sg,7.036613272
6/24/2021,12,control,LD,high,sg,5.022207038
6/24/2021,12,thin,Control,high,sg,14.91308326
6/24/2021,12,thin,ED,high,sg,20.01220256
6/24/2021,12,thin,GS,high,sg,7.315561066
6/24/2021,12,thin,LD,high,sg,9.798270893
1/17/2022,1,control,Control,high,sg,24.40921328
1/17/2022,1,control,ED,high,sg,25.66897919
1/17/2022,1,control,GS,high,sg,11.26643021
1/17/2022,1,control,LD,high,sg,55.61545373
1/17/2022,1,thin,Control,high,sg,18.37606838
1/17/2022,1,thin,ED,high,sg,0.394269943
1/17/2022,1,thin,GS,high,sg,0.188738597
1/17/2022,1,thin,LD,high,sg,0.501595987
1/17/2022,2,control,Control,med,sg,2.034525277
1/17/2022,2,control,ED,med,sg,0.490539594
1/17/2022,2,control,GS,med,sg,25.2346194
1/17/2022,2,control,LD,med,sg,7.061143984
1/17/2022,2,thin,Control,med,sg,2.453703704
1/17/2022,2,thin,ED,med,sg,2.645113887
1/17/2022,2,thin,GS,med,sg,3.679828096
1/17/2022,2,thin,LD,med,sg,20.12927054
1/17/2022,3,control,Control,high,sg,12.91564039
1/17/2022,3,control,ED,high,sg,0.462962963
1/17/2022,3,control,GS,high,sg,0.734693878
1/17/2022,3,control,LD,high,sg,17.0313424
1/17/2022,3,thin,Control,high,sg,12.58202568
1/17/2022,3,thin,ED,high,sg,0.593564511
1/17/2022,3,thin,GS,high,sg,0.517018526
1/17/2022,3,thin,LD,high,sg,0.985074627
1/17/2022,4,control,Control,low,sg,5.623188406
1/17/2022,4,control,ED,low,sg,0
1/17/2022,4,control,GS,low,sg,0.604302635
1/17/2022,4,control,LD,low,sg,0.458811262
1/17/2022,4,thin,Control,low,sg,1.62601626
1/17/2022,4,thin,ED,low,sg,28.0733945
1/17/2022,4,thin,GS,low,sg,1.483109036
1/17/2022,4,thin,LD,low,sg,0.953516091
1/17/2022,5,control,Control,low,sg,4.254286639
1/17/2022,5,control,ED,low,sg,6.419400856
1/17/2022,5,control,GS,low,sg,1.263858093
1/17/2022,5,control,LD,low,sg,13.69521912
1/17/2022,5,thin,Control,low,sg,0
1/17/2022,5,thin,ED,low,sg,0
1/17/2022,5,thin,GS,low,sg,0
1/17/2022,5,thin,LD,low,sg,0
1/17/2022,6,control,Control,low,sg,1.359482951
1/17/2022,6,control,ED,low,sg,17.73752563
1/17/2022,6,control,GS,low,sg,0.774102745
1/17/2022,6,control,LD,low,sg,6.528907452
1/17/2022,6,thin,Control,low,sg,30.94496366
1/17/2022,6,thin,ED,low,sg,3.853794199
1/17/2022,6,thin,GS,low,sg,9.681193331
1/17/2022,6,thin,LD,low,sg,13.71428571
1/17/2022,7,control,Control,med,sg,8.286464192
1/17/2022,7,control,ED,med,sg,38.03236797
1/17/2022,7,control,GS,med,sg,21.472849
1/17/2022,7,control,LD,med,sg,9.547427154
1/17/2022,7,thin,Control,med,sg,3.479017178
1/17/2022,7,thin,ED,med,sg,3.67219917
1/17/2022,7,thin,GS,med,sg,1.812926957
1/17/2022,7,thin,LD,med,sg,0.236462521
1/17/2022,8,control,Control,med,sg,3.287671233
1/17/2022,8,control,ED,med,sg,21.25883109
1/17/2022,8,control,GS,med,sg,12.00462829
1/17/2022,8,control,LD,med,sg,10.13006503
1/17/2022,8,thin,Control,med,sg,4.751001717
1/17/2022,8,thin,ED,med,sg,6.87732342
1/17/2022,8,thin,GS,med,sg,0.288704439
1/17/2022,8,thin,LD,med,sg,20.37935598
1/17/2022,9,control,Control,high,sg,18.02677029
1/17/2022,9,control,ED,high,sg,9.026345934
1/17/2022,9,control,GS,high,sg,1.648453417
1/17/2022,9,control,LD,high,sg,9.635799445
1/17/2022,9,thin,Control,high,sg,0.473260767
1/17/2022,9,thin,ED,high,sg,11.97517342
1/17/2022,9,thin,GS,high,sg,2.018429136
1/17/2022,9,thin,LD,high,sg,11.36556404
1/17/2022,10,control,Control,med,sg,13.07762005
1/17/2022,10,control,ED,med,sg,23.04505438
1/17/2022,10,control,GS,med,sg,29.18244598
1/17/2022,10,control,LD,med,sg,19.57585644
1/17/2022,10,thin,Control,med,sg,7.327586207
1/17/2022,10,thin,ED,med,sg,1.802418435
1/17/2022,10,thin,GS,med,sg,2.793772659
1/17/2022,10,thin,LD,med,sg,0.574191599
1/17/2022,11,control,Control,low,sg,2.386998476
1/17/2022,11,control,ED,low,sg,13.75429822
1/17/2022,11,control,GS,low,sg,12.35009468
1/17/2022,11,control,LD,low,sg,16.09924986
1/17/2022,11,thin,Control,low,sg,1.685178093
1/17/2022,11,thin,ED,low,sg,16.48308419
1/17/2022,11,thin,GS,low,sg,11.26080325
1/17/2022,11,thin,LD,low,sg,15.9338843
1/17/2022,12,control,Control,high,sg,2.320441989
1/17/2022,12,control,ED,high,sg,2.816483842
1/17/2022,12,control,GS,high,sg,3.370116314
1/17/2022,12,control,LD,high,sg,0.503778338
1/17/2022,12,thin,Control,high,sg,9.166666667
1/17/2022,12,thin,ED,high,sg,0
1/17/2022,12,thin,GS,high,sg,23.76184032
1/17/2022,12,thin,LD,high,sg,10.57692308
4/12/2022,1,control,Control,high,sg,23.92550143
4/12/2022,1,control,ED,high,sg,3.554923569
4/12/2022,1,control,GS,high,sg,11.42379493
4/12/2022,1,control,LD,high,sg,21.72364672
4/12/2022,1,thin,Control,high,sg,2.902519168
4/12/2022,1,thin,ED,high,sg,0.687929956
4/12/2022,1,thin,GS,high,sg,0
4/12/2022,1,thin,LD,high,sg,1.216814159
4/12/2022,2,control,Control,med,sg,1.494075219
4/12/2022,2,control,ED,med,sg,0
4/12/2022,2,control,GS,med,sg,8.707342296
4/12/2022,2,control,LD,med,sg,0
4/12/2022,2,thin,Control,med,sg,3.242805026
4/12/2022,2,thin,ED,med,sg,4.900459418
4/12/2022,2,thin,GS,med,sg,1.353965184
4/12/2022,2,thin,LD,med,sg,1.989201478
4/12/2022,3,control,Control,high,sg,0
4/12/2022,3,control,ED,high,sg,0
4/12/2022,3,control,GS,high,sg,0
4/12/2022,3,control,LD,high,sg,1.976861732
4/12/2022,3,thin,Control,high,sg,4.114655571
4/12/2022,3,thin,ED,high,sg,0
4/12/2022,3,thin,GS,high,sg,0
4/12/2022,3,thin,LD,high,sg,6.634382567
4/12/2022,4,control,Control,low,sg,1.227352425
4/12/2022,4,control,ED,low,sg,0
4/12/2022,4,control,GS,low,sg,3.04023845
4/12/2022,4,control,LD,low,sg,3.384418902
4/12/2022,4,thin,Control,low,sg,0
4/12/2022,4,thin,ED,low,sg,3.027193433
4/12/2022,4,thin,GS,low,sg,0
4/12/2022,4,thin,LD,low,sg,0
4/12/2022,5,control,Control,low,sg,0
4/12/2022,5,control,ED,low,sg,1.337714152
4/12/2022,5,control,GS,low,sg,0
4/12/2022,5,control,LD,low,sg,4.325554923
4/12/2022,5,thin,Control,low,sg,0
4/12/2022,5,thin,ED,low,sg,0
4/12/2022,5,thin,GS,low,sg,0
4/12/2022,5,thin,LD,low,sg,0
4/12/2022,6,control,Control,low,sg,0.949640288
4/12/2022,6,control,ED,low,sg,19.28262529
4/12/2022,6,control,GS,low,sg,0
4/12/2022,6,control,LD,low,sg,4.164427727
4/12/2022,6,thin,Control,low,sg,8.482012284
4/12/2022,6,thin,ED,low,sg,0.760719225
4/12/2022,6,thin,GS,low,sg,3.977844914
4/12/2022,6,thin,LD,low,sg,0
4/12/2022,7,control,Control,med,sg,0.181529385
4/12/2022,7,control,ED,med,sg,31.34134459
4/12/2022,7,control,GS,med,sg,7.038748667
4/12/2022,7,control,LD,med,sg,4.901225306
4/12/2022,7,thin,Control,med,sg,0
4/12/2022,7,thin,ED,med,sg,0.693822739
4/12/2022,7,thin,GS,med,sg,4.424778761
4/12/2022,7,thin,LD,med,sg,5.780599956
4/12/2022,8,control,Control,med,sg,2.534722222
4/12/2022,8,control,ED,med,sg,10.41162228
4/12/2022,8,control,GS,med,sg,2.836095764
4/12/2022,8,control,LD,med,sg,0
4/12/2022,8,thin,Control,med,sg,10.22823331
4/12/2022,8,thin,ED,med,sg,1.927047488
4/12/2022,8,thin,GS,med,sg,1.766784452
4/12/2022,8,thin,LD,med,sg,0
4/12/2022,9,control,Control,high,sg,6.167496213
4/12/2022,9,control,ED,high,sg,1.558752998
4/12/2022,9,control,GS,high,sg,1.045523851
4/12/2022,9,control,LD,high,sg,3.197674419
4/12/2022,9,thin,Control,high,sg,2.570888469
4/12/2022,9,thin,ED,high,sg,7.742782152
4/12/2022,9,thin,GS,high,sg,0.372250423
4/12/2022,9,thin,LD,high,sg,3.428786737
4/12/2022,10,control,Control,med,sg,2.463845742
4/12/2022,10,control,ED,med,sg,7.556752126
4/12/2022,10,control,GS,med,sg,26.34695086
4/12/2022,10,control,LD,med,sg,3.413173653
4/12/2022,10,thin,Control,med,sg,2.06202046
4/12/2022,10,thin,ED,med,sg,0
4/12/2022,10,thin,GS,med,sg,0
4/12/2022,10,thin,LD,med,sg,0
4/12/2022,11,control,Control,low,sg,9.142371922
4/12/2022,11,control,ED,low,sg,3.521126761
4/12/2022,11,control,GS,low,sg,9.262689885
4/12/2022,11,control,LD,low,sg,1.646514021
4/12/2022,11,thin,Control,low,sg,2.944983819
4/12/2022,11,thin,ED,low,sg,1.744900467
4/12/2022,11,thin,GS,low,sg,0.49594229
4/12/2022,11,thin,LD,low,sg,1.158301158
4/12/2022,12,control,Control,high,sg,3.025347506
4/12/2022,12,control,ED,high,sg,2.816663856
4/12/2022,12,control,GS,high,sg,1.496693352
4/12/2022,12,control,LD,high,sg,9.385665529
4/12/2022,12,thin,Control,high,sg,6.43741403
4/12/2022,12,thin,ED,high,sg,2.201441652
4/12/2022,12,thin,GS,high,sg,7.062436029
4/12/2022,12,thin,LD,high,sg,7.696476965
6/24/2022,1,control,Control,high,sg,11.29848229
6/24/2022,1,control,ED,high,sg,0
6/24/2022,1,control,GS,high,sg,0
6/24/2022,1,control,LD,high,sg,5.669291339
6/24/2022,1,thin,Control,high,sg,0
6/24/2022,1,thin,ED,high,sg,0
6/24/2022,1,thin,GS,high,sg,0.411710887
6/24/2022,1,thin,LD,high,sg,0
6/24/2022,2,control,Control,med,sg,0
6/24/2022,2,control,ED,med,sg,1.891058582
6/24/2022,2,control,GS,med,sg,5.658884052
6/24/2022,2,control,LD,med,sg,0
6/24/2022,2,thin,Control,med,sg,0
6/24/2022,2,thin,ED,med,sg,0
6/24/2022,2,thin,GS,med,sg,2.12712079
6/24/2022,2,thin,LD,med,sg,0
6/24/2022,3,control,Control,high,sg,0
6/24/2022,3,control,ED,high,sg,1.415813548
6/24/2022,3,control,GS,high,sg,0.325335502
6/24/2022,3,control,LD,high,sg,0
6/24/2022,3,thin,Control,high,sg,0
6/24/2022,3,thin,ED,high,sg,0.954907162
6/24/2022,3,thin,GS,high,sg,0
6/24/2022,3,thin,LD,high,sg,5.789307181
6/24/2022,4,control,Control,low,sg,2.049861496
6/24/2022,4,control,ED,low,sg,0
6/24/2022,4,control,GS,low,sg,0
6/24/2022,4,control,LD,low,sg,1.212121212
6/24/2022,4,thin,Control,low,sg,0
6/24/2022,4,thin,ED,low,sg,2.64681555
6/24/2022,4,thin,GS,low,sg,0.733496333
6/24/2022,4,thin,LD,low,sg,0
6/24/2022,5,control,Control,low,sg,4.768717215
6/24/2022,5,control,ED,low,sg,0
6/24/2022,5,control,GS,low,sg,0
6/24/2022,5,control,LD,low,sg,0
6/24/2022,5,thin,Control,low,sg,0
6/24/2022,5,thin,ED,low,sg,0
6/24/2022,5,thin,GS,low,sg,0
6/24/2022,5,thin,LD,low,sg,0
6/24/2022,6,control,Control,low,sg,0
6/24/2022,6,control,ED,low,sg,14.33772053
6/24/2022,6,control,GS,low,sg,0
6/24/2022,6,control,LD,low,sg,2.776990649
6/24/2022,6,thin,Control,low,sg,10.88320463
6/24/2022,6,thin,ED,low,sg,0
6/24/2022,6,thin,GS,low,sg,0
6/24/2022,6,thin,LD,low,sg,2.34051367
6/24/2022,7,control,Control,med,sg,1.012536162
6/24/2022,7,control,ED,med,sg,4.808242702
