Site,Plot,Avg_CC,Avg_Woody_Live,Avg_Woody_Dead,Avg_Woody_Ht,Avg_Herb_Live,Avg_Herb_Dead,Avg_Herb_Ht,Avg_Cones,Avg_Acorns,Avg_Balls
Talladega,95,95.49333333333334,16.666666666666668,0,30,11.666666666666666,0,10,5,1,0
Talladega,96,95.49333333333334,31.666666666666668,0,73.33333333333333,6.666666666666667,0,3.3333333333333335,1.3333333333333333,0.6666666666666666,0
Talladega,97,95.84,6.666666666666667,0,23.333333333333332,31.666666666666668,0,20,4.333333333333333,0,0
Talladega,98,94.8,6.666666666666667,0,26.666666666666668,56.666666666666664,0,40,3.3333333333333335,0,0
Talladega,99,96.53333333333333,13.333333333333334,0,43.333333333333336,16.666666666666668,0,6.666666666666667,3,0,0
Talladega,100,94.45333333333333,33.333333333333336,0,63.333333333333336,13.333333333333334,0,13.333333333333334,4,0,0
Talladega,101,95.84,26.666666666666668,0,50,16.666666666666668,0,13.333333333333334,0.6666666666666666,0,0
Talladega,102,89.25333333333333,11.666666666666666,0,60,50,0,20,0.3333333333333333,0,0
Tuskegee,1,91.33333333333333,0.6666666666666666,0,6.666666666666667,8.666666666666666,0,16.666666666666668,2,0,0
Tuskegee,2,91.33333333333333,0.3333333333333333,0,13.333333333333334,40,0,30,5.666666666666667,0,0.6666666666666666
Tuskegee,2.2,89.94666666666667,10.333333333333334,0,56.666666666666664,43.333333333333336,0,36.666666666666664,2,0,0
Tuskegee,3,93.06666666666666,0.3333333333333333,0,10,18.333333333333332,0,11.666666666666666,1,0,0
Tuskegee,3.2,88.90666666666667,18.333333333333332,0,40,5,0,8.333333333333334,1.3333333333333333,0,0
Tuskegee,6,93.41333333333334,56.666666666666664,0,100,6.666666666666667,0,15,0.3333333333333333,0.3333333333333333,0.3333333333333333
Tuskegee,7,85.44,6.666666666666667,0,30,50,0,26.666666666666668,2,0,0.3333333333333333
Tuskegee,7.2,90.29333333333334,2.3333333333333335,0,46.666666666666664,36.666666666666664,0,30,3.6666666666666665,0,0
Tuskegee,8,74.34666666666666,36.666666666666664,0,73.33333333333333,23.333333333333332,0,20,1.6666666666666667,0.6666666666666666,0
Tuskegee,9,86.13333333333334,11.666666666666666,0,60,46.666666666666664,0,13.333333333333334,2,0.3333333333333333,0
Tuskegee,12,89.6,56.666666666666664,0,106.66666666666667,6.666666666666667,0,15,2.6666666666666665,1.3333333333333333,0
Tuskegee,17,87.17333333333333,2,0,26.666666666666668,3.3333333333333335,0,5,1,0.3333333333333333,0
Tuskegee,34,86.13333333333334,13.333333333333334,0,70,20,0,23.333333333333332,2.6666666666666665,0,0
Tuskegee,35,88.56,11.666666666666666,0,33.333333333333336,5,0,10,0.6666666666666666,0,0.3333333333333333
Tuskegee,36,84.05333333333333,3.6666666666666665,0,76.66666666666667,50,0,23.333333333333332,0.3333333333333333,0,0.3333333333333333
Tuskegee,37,88.90666666666667,15,0,93.33333333333333,46.666666666666664,0,30,1,0,0
Tuskegee,38,93.76,10,0,63.333333333333336,36.666666666666664,0,30,1,0,0
Tuskegee,39,89.6,3.3333333333333335,0,16.666666666666668,63.333333333333336,0,33.333333333333336,0.3333333333333333,0,0
Tuskegee,40,80.24,20.333333333333332,0,65,5.333333333333333,0,13.333333333333334,3.3333333333333335,0,0
Tuskegee,41,74,46.666666666666664,0,73.33333333333333,0,0,0,3.6666666666666665,0,0
Tuskegee,42,93.06666666666666,16.666666666666668,0,51.666666666666664,8.333333333333334,0,11.666666666666666,2,1,0.3333333333333333
Tuskegee,43,88.90666666666667,20,0,40,6.666666666666667,0,8.333333333333334,2.6666666666666665,1,0
Tuskegee,44,90.98666666666666,38.333333333333336,0,56.666666666666664,5.333333333333333,0,18.333333333333332,0.3333333333333333,1.6666666666666667,0
Tuskegee,45,89.94666666666666,20,0,41.666666666666664,0.3333333333333333,0,3.3333333333333335,1.6666666666666667,0.3333333333333333,0
Tuskegee,47,92.37333333333333,5.333333333333333,0,13.333333333333334,1,0,10,1,0.3333333333333333,0
Tuskegee,48,94.45333333333333,2,0,30,10.666666666666666,0,10,0.6666666666666666,0.6666666666666666,0
Tuskegee,49,84.74666666666667,38.333333333333336,0,136.66666666666666,28.333333333333332,0,23.333333333333332,0.3333333333333333,0,0
Tuskegee,50,91.68,8.666666666666666,0,43.333333333333336,43.333333333333336,0,23.333333333333332,1,0.3333333333333333,0.3333333333333333
Tuskegee,51,94.10666666666667,10,0,30,33.333333333333336,0,30,1.3333333333333333,0,0.3333333333333333
